regiao,estado,data,casosNovos,casosAcumulados,obitosNovos,obitosAcumulados,last_update
Sudeste,SP,04/03/2020,1,3,0.0,0.0,2020-04-24 18:27
Sudeste,SP,05/03/2020,3,6,0.0,0.0,2020-04-24 18:27
Sudeste,SP,06/03/2020,4,10,0.0,0.0,2020-04-24 18:27
Sudeste,SP,07/03/2020,3,13,0.0,0.0,2020-04-24 18:27
Sudeste,SP,08/03/2020,3,16,0.0,0.0,2020-04-24 18:27
Sudeste,SP,09/03/2020,0,16,0.0,0.0,2020-04-24 18:27
Sudeste,SP,10/03/2020,3,19,0.0,0.0,2020-04-24 18:27
Sudeste,SP,11/03/2020,11,30,0.0,0.0,2020-04-24 18:27
Sudeste,SP,12/03/2020,12,42,0.0,0.0,2020-04-24 18:27
Sudeste,SP,13/03/2020,14,56,0.0,0.0,2020-04-24 18:27
Sudeste,SP,14/03/2020,9,65,0.0,0.0,2020-04-24 18:27
Sudeste,SP,15/03/2020,71,136,0.0,0.0,2020-04-24 18:27
Sudeste,SP,16/03/2020,16,152,0.0,0.0,2020-04-24 18:27
Sudeste,SP,17/03/2020,12,164,1.0,1.0,2020-04-24 18:27
Sudeste,SP,18/03/2020,76,240,3.0,4.0,2020-04-24 18:27
Sudeste,SP,19/03/2020,46,286,0.0,4.0,2020-04-24 18:27
Sudeste,SP,20/03/2020,110,396,5.0,9.0,2020-04-24 18:27
Sudeste,SP,21/03/2020,63,459,6.0,15.0,2020-04-24 18:27
Sudeste,SP,22/03/2020,172,631,7.0,22.0,2020-04-24 18:27
Sudeste,SP,23/03/2020,114,745,8.0,30.0,2020-04-24 18:27
Sudeste,SP,24/03/2020,65,810,10.0,40.0,2020-04-24 18:27
Sudeste,SP,25/03/2020,52,862,8.0,48.0,2020-04-24 18:27
Sudeste,SP,26/03/2020,190,1052,10.0,58.0,2020-04-24 18:27
Sudeste,SP,27/03/2020,171,1223,10.0,68.0,2020-04-24 18:27
Sudeste,SP,28/03/2020,183,1406,16.0,84.0,2020-04-24 18:27
Sudeste,SP,29/03/2020,45,1451,14.0,98.0,2020-04-24 18:27
Sudeste,SP,30/03/2020,66,1517,15.0,113.0,2020-04-24 18:27
Sudeste,SP,31/03/2020,822,2339,23.0,136.0,2020-04-24 18:27
Sudeste,SP,01/04/2020,642,2981,28.0,164.0,2020-04-24 18:27
Sudeste,SP,02/04/2020,525,3506,24.0,188.0,2020-04-24 18:27
Sudeste,SP,03/04/2020,542,4048,31.0,219.0,2020-04-24 18:27
Sudeste,SP,04/04/2020,418,4466,41.0,260.0,2020-04-24 18:27
Sudeste,SP,05/04/2020,154,4620,15.0,275.0,2020-04-24 18:27
Sudeste,SP,06/04/2020,246,4866,29.0,304.0,2020-04-24 18:27
Sudeste,SP,07/04/2020,816,5682,67.0,371.0,2020-04-24 18:27
Sudeste,SP,08/04/2020,1026,6708,57.0,428.0,2020-04-24 18:27
Sudeste,SP,09/04/2020,772,7480,68.0,496.0,2020-04-24 18:27
Sudeste,SP,10/04/2020,736,8216,44.0,540.0,2020-04-24 18:27
Sudeste,SP,11/04/2020,203,8419,20.0,560.0,2020-04-24 18:27
Sudeste,SP,12/04/2020,336,8755,28.0,588.0,2020-04-24 18:27
Sudeste,SP,13/04/2020,140,8895,20.0,608.0,2020-04-24 18:27
Sudeste,SP,14/04/2020,476,9371,87.0,695.0,2020-04-24 18:27
Sudeste,SP,15/04/2020,1672,11043,83.0,778.0,2020-04-24 18:27
Sudeste,SP,16/04/2020,525,11568,75.0,853.0,2020-04-24 18:27
Sudeste,SP,17/04/2020,1273,12841,75.0,928.0,2020-04-24 18:27
Sudeste,SP,18/04/2020,1053,13894,63.0,991.0,2020-04-24 18:27
Sudeste,SP,19/04/2020,373,14267,24.0,1015.0,2020-04-24 18:27
Sudeste,SP,20/04/2020,313,14580,22.0,1037.0,2020-04-24 18:27
Sudeste,SP,21/04/2020,805,15385,56.0,1093.0,2020-04-24 18:27
Sudeste,SP,22/04/2020,529,15914,41.0,1134.0,2020-04-24 18:27
Sudeste,SP,23/04/2020,826,16740,211.0,1345.0,2020-04-24 18:27
Sudeste,SP,24/04/2020,1086,17826,167.0,1512.0,2020-04-24 18:27
Sul,PR,30/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,31/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,01/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,02/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,03/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,04/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,05/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,06/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,07/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,08/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,09/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,10/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,11/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,12/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,13/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,14/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,15/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,16/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,17/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,18/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,19/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,20/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,21/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,22/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,23/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,24/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,25/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,26/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,27/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,28/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,29/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,01/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,02/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,03/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,04/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,05/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,06/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,07/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,08/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,09/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,10/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,11/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,PR,12/03/2020,6,6,0.0,0.0,2020-04-24 18:27
Sul,PR,13/03/2020,0,6,0.0,0.0,2020-04-24 18:27
Sul,PR,14/03/2020,0,6,0.0,0.0,2020-04-24 18:27
Sul,PR,15/03/2020,0,6,0.0,0.0,2020-04-24 18:27
Sul,PR,16/03/2020,0,6,0.0,0.0,2020-04-24 18:27
Sul,PR,17/03/2020,0,6,0.0,0.0,2020-04-24 18:27
Sul,PR,18/03/2020,7,13,0.0,0.0,2020-04-24 18:27
Sul,PR,19/03/2020,10,23,0.0,0.0,2020-04-24 18:27
Sul,PR,20/03/2020,9,32,0.0,0.0,2020-04-24 18:27
Sul,PR,21/03/2020,11,43,0.0,0.0,2020-04-24 18:27
Sul,PR,22/03/2020,7,50,0.0,0.0,2020-04-24 18:27
Sul,PR,23/03/2020,6,56,0.0,0.0,2020-04-24 18:27
Sul,PR,24/03/2020,9,65,0.0,0.0,2020-04-24 18:27
Sul,PR,25/03/2020,16,81,0.0,0.0,2020-04-24 18:27
Sul,PR,26/03/2020,21,102,0.0,0.0,2020-04-24 18:27
Sul,PR,27/03/2020,17,119,2.0,2.0,2020-04-24 18:27
Sul,PR,28/03/2020,14,133,0.0,2.0,2020-04-24 18:27
Sul,PR,29/03/2020,15,148,0.0,2.0,2020-04-24 18:27
Sul,PR,30/03/2020,7,155,1.0,3.0,2020-04-24 18:27
Sul,PR,31/03/2020,24,179,0.0,3.0,2020-04-24 18:27
Sul,PR,01/04/2020,45,224,0.0,3.0,2020-04-24 18:27
Sul,PR,02/04/2020,28,252,1.0,4.0,2020-04-24 18:27
Sul,PR,03/04/2020,49,301,0.0,4.0,2020-04-24 18:27
Sul,PR,04/04/2020,94,395,2.0,6.0,2020-04-24 18:27
Sul,PR,05/04/2020,43,438,3.0,9.0,2020-04-24 18:27
Sul,PR,06/04/2020,20,458,2.0,11.0,2020-04-24 18:27
Sul,PR,07/04/2020,45,503,4.0,15.0,2020-04-24 18:27
Sul,PR,08/04/2020,36,539,2.0,17.0,2020-04-24 18:27
Sul,PR,09/04/2020,70,609,5.0,22.0,2020-04-24 18:27
Sul,PR,10/04/2020,34,643,3.0,25.0,2020-04-24 18:27
Sul,PR,11/04/2020,33,676,1.0,26.0,2020-04-24 18:27
Sul,PR,12/04/2020,62,738,4.0,30.0,2020-04-24 18:27
Sul,PR,13/04/2020,18,756,1.0,31.0,2020-04-24 18:27
Sul,PR,14/04/2020,35,791,5.0,36.0,2020-04-24 18:27
Sul,PR,15/04/2020,12,803,2.0,38.0,2020-04-24 18:27
Sul,PR,16/04/2020,29,832,3.0,41.0,2020-04-24 18:27
Sul,PR,17/04/2020,42,874,1.0,42.0,2020-04-24 18:27
Sul,PR,18/04/2020,71,945,4.0,46.0,2020-04-24 18:27
Sul,PR,19/04/2020,42,987,2.0,48.0,2020-04-24 18:27
Sul,PR,20/04/2020,20,1007,3.0,51.0,2020-04-24 18:27
Sul,PR,21/04/2020,17,1024,0.0,51.0,2020-04-24 18:27
Sul,PR,22/04/2020,39,1063,6.0,57.0,2020-04-24 18:27
Sul,PR,23/04/2020,19,1082,3.0,60.0,2020-04-24 18:27
Sul,PR,24/04/2020,37,1119,4.0,64.0,2020-04-24 18:27
Sul,SC,30/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,31/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,01/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,02/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,03/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,04/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,05/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,06/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,07/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,08/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,09/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,10/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,11/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,12/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,13/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,14/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,15/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,16/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,17/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,18/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,19/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,20/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,21/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,22/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,23/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,24/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,25/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,26/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,27/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,28/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,29/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,01/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,02/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,03/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,04/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,05/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,06/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,07/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,08/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,09/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,10/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,11/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,12/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,SC,13/03/2020,2,2,0.0,0.0,2020-04-24 18:27
Sul,SC,14/03/2020,2,4,0.0,0.0,2020-04-24 18:27
Sul,SC,15/03/2020,2,6,0.0,0.0,2020-04-24 18:27
Sul,SC,16/03/2020,1,7,0.0,0.0,2020-04-24 18:27
Sul,SC,17/03/2020,0,7,0.0,0.0,2020-04-24 18:27
Sul,SC,18/03/2020,3,10,0.0,0.0,2020-04-24 18:27
Sul,SC,19/03/2020,10,20,0.0,0.0,2020-04-24 18:27
Sul,SC,20/03/2020,1,21,0.0,0.0,2020-04-24 18:27
Sul,SC,21/03/2020,30,51,0.0,0.0,2020-04-24 18:27
Sul,SC,22/03/2020,6,57,0.0,0.0,2020-04-24 18:27
Sul,SC,23/03/2020,11,68,0.0,0.0,2020-04-24 18:27
Sul,SC,24/03/2020,39,107,0.0,0.0,2020-04-24 18:27
Sul,SC,25/03/2020,2,109,0.0,0.0,2020-04-24 18:27
Sul,SC,26/03/2020,13,122,1.0,1.0,2020-04-24 18:27
Sul,SC,27/03/2020,27,149,0.0,1.0,2020-04-24 18:27
Sul,SC,28/03/2020,35,184,0.0,1.0,2020-04-24 18:27
Sul,SC,29/03/2020,10,194,0.0,1.0,2020-04-24 18:27
Sul,SC,30/03/2020,3,197,0.0,1.0,2020-04-24 18:27
Sul,SC,31/03/2020,22,219,1.0,2.0,2020-04-24 18:27
Sul,SC,01/04/2020,16,235,0.0,2.0,2020-04-24 18:27
Sul,SC,02/04/2020,12,247,0.0,2.0,2020-04-24 18:27
Sul,SC,03/04/2020,34,281,3.0,5.0,2020-04-24 18:27
Sul,SC,04/04/2020,53,334,0.0,5.0,2020-04-24 18:27
Sul,SC,05/04/2020,23,357,5.0,10.0,2020-04-24 18:27
Sul,SC,06/04/2020,22,379,0.0,10.0,2020-04-24 18:27
Sul,SC,07/04/2020,38,417,1.0,11.0,2020-04-24 18:27
Sul,SC,08/04/2020,40,457,4.0,15.0,2020-04-24 18:27
Sul,SC,09/04/2020,44,501,2.0,17.0,2020-04-24 18:27
Sul,SC,10/04/2020,192,693,1.0,18.0,2020-04-24 18:27
Sul,SC,11/04/2020,39,732,3.0,21.0,2020-04-24 18:27
Sul,SC,12/04/2020,36,768,3.0,24.0,2020-04-24 18:27
Sul,SC,13/04/2020,9,777,0.0,24.0,2020-04-24 18:27
Sul,SC,14/04/2020,49,826,2.0,26.0,2020-04-24 18:27
Sul,SC,15/04/2020,27,853,2.0,28.0,2020-04-24 18:27
Sul,SC,16/04/2020,31,884,1.0,29.0,2020-04-24 18:27
Sul,SC,17/04/2020,42,926,1.0,30.0,2020-04-24 18:27
Sul,SC,18/04/2020,36,962,1.0,31.0,2020-04-24 18:27
Sul,SC,19/04/2020,13,975,1.0,32.0,2020-04-24 18:27
Sul,SC,20/04/2020,50,1025,3.0,35.0,2020-04-24 18:27
Sul,SC,21/04/2020,38,1063,0.0,35.0,2020-04-24 18:27
Sul,SC,22/04/2020,28,1091,2.0,37.0,2020-04-24 18:27
Sul,SC,23/04/2020,24,1115,2.0,39.0,2020-04-24 18:27
Sul,SC,24/04/2020,55,1170,3.0,42.0,2020-04-24 18:27
Sul,RS,30/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,31/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,01/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,02/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,03/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,04/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,05/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,06/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,07/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,08/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,09/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,10/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,11/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,12/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,13/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,14/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,15/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,16/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,17/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,18/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,19/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,20/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,21/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,22/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,23/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,24/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,25/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,26/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,27/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,28/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,29/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,01/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,02/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,03/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,04/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,05/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,06/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,07/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,08/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,09/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Sul,RS,10/03/2020,1,1,0.0,0.0,2020-04-24 18:27
Sul,RS,11/03/2020,1,2,0.0,0.0,2020-04-24 18:27
Sul,RS,12/03/2020,2,4,0.0,0.0,2020-04-24 18:27
Sul,RS,13/03/2020,0,4,0.0,0.0,2020-04-24 18:27
Sul,RS,14/03/2020,2,6,0.0,0.0,2020-04-24 18:27
Sul,RS,15/03/2020,0,6,0.0,0.0,2020-04-24 18:27
Sul,RS,16/03/2020,0,6,0.0,0.0,2020-04-24 18:27
Sul,RS,17/03/2020,4,10,0.0,0.0,2020-04-24 18:27
Sul,RS,18/03/2020,9,19,0.0,0.0,2020-04-24 18:27
Sul,RS,19/03/2020,9,28,0.0,0.0,2020-04-24 18:27
Sul,RS,20/03/2020,9,37,0.0,0.0,2020-04-24 18:27
Sul,RS,21/03/2020,23,60,0.0,0.0,2020-04-24 18:27
Sul,RS,22/03/2020,12,72,0.0,0.0,2020-04-24 18:27
Sul,RS,23/03/2020,14,86,0.0,0.0,2020-04-24 18:27
Sul,RS,24/03/2020,12,98,0.0,0.0,2020-04-24 18:27
Sul,RS,25/03/2020,25,123,1.0,1.0,2020-04-24 18:27
Sul,RS,26/03/2020,45,168,0.0,1.0,2020-04-24 18:27
Sul,RS,27/03/2020,27,195,1.0,2.0,2020-04-24 18:27
Sul,RS,28/03/2020,2,197,0.0,2.0,2020-04-24 18:27
Sul,RS,29/03/2020,29,226,0.0,2.0,2020-04-24 18:27
Sul,RS,30/03/2020,15,241,1.0,3.0,2020-04-24 18:27
Sul,RS,31/03/2020,33,274,1.0,4.0,2020-04-24 18:27
Sul,RS,01/04/2020,32,306,0.0,4.0,2020-04-24 18:27
Sul,RS,02/04/2020,28,334,1.0,5.0,2020-04-24 18:27
Sul,RS,03/04/2020,62,396,0.0,5.0,2020-04-24 18:27
Sul,RS,04/04/2020,14,410,1.0,6.0,2020-04-24 18:27
Sul,RS,05/04/2020,8,418,1.0,7.0,2020-04-24 18:27
Sul,RS,06/04/2020,63,481,0.0,7.0,2020-04-24 18:27
Sul,RS,07/04/2020,27,508,1.0,8.0,2020-04-24 18:27
Sul,RS,08/04/2020,47,555,1.0,9.0,2020-04-24 18:27
Sul,RS,09/04/2020,63,618,3.0,12.0,2020-04-24 18:27
Sul,RS,10/04/2020,18,636,2.0,14.0,2020-04-24 18:27
Sul,RS,11/04/2020,4,640,1.0,15.0,2020-04-24 18:27
Sul,RS,12/04/2020,13,653,1.0,16.0,2020-04-24 18:27
Sul,RS,13/04/2020,11,664,0.0,16.0,2020-04-24 18:27
Sul,RS,14/04/2020,36,700,2.0,18.0,2020-04-24 18:27
Sul,RS,15/04/2020,47,747,1.0,19.0,2020-04-24 18:27
Sul,RS,16/04/2020,33,780,0.0,19.0,2020-04-24 18:27
Sul,RS,17/04/2020,22,802,3.0,22.0,2020-04-24 18:27
Sul,RS,18/04/2020,29,831,2.0,24.0,2020-04-24 18:27
Sul,RS,19/04/2020,23,854,0.0,24.0,2020-04-24 18:27
Sul,RS,20/04/2020,35,889,3.0,27.0,2020-04-24 18:27
Sul,RS,21/04/2020,15,904,0.0,27.0,2020-04-24 18:27
Sul,RS,22/04/2020,19,923,0.0,27.0,2020-04-24 18:27
Sul,RS,23/04/2020,71,994,2.0,29.0,2020-04-24 18:27
Sul,RS,24/04/2020,67,1061,2.0,31.0,2020-04-24 18:27
Centro-Oeste,MS,30/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,31/01/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,01/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,02/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,03/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,04/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,05/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,06/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,07/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,08/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,09/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,10/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,11/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,12/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,13/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,14/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,15/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,16/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,17/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,18/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,19/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,20/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,21/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,22/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,23/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,24/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,25/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,26/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,27/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,28/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,29/02/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,01/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,02/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,03/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,04/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,05/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,06/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,07/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,08/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,09/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,10/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,11/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,12/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,13/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,14/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,15/03/2020,0,0,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,16/03/2020,2,2,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,17/03/2020,2,4,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,18/03/2020,3,7,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,19/03/2020,0,7,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,20/03/2020,2,9,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,21/03/2020,7,16,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,22/03/2020,5,21,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,23/03/2020,0,21,0.0,0.0,2020-04-24 18:27
Centro-Oeste,MS,24/03/2020,2,23,0.0,0.0,2020-04-24 18:27
