Date_last_updated_AEDT,date,countryname,Confirmed,Deaths,Recovered
3/23/2020 23:45,2020-03-23,Afghanistan,40,1,1.0
3/23/2020 23:45,2020-03-23,Albania,104,4,2.0
3/23/2020 23:45,2020-03-23,Algeria,230,17,65.0
3/23/2020 23:45,2020-03-23,Andorra,133,1,1.0
3/23/2020 23:45,2020-03-23,Angola,3,0,0.0
3/23/2020 23:45,2020-03-23,Antigua and Barbuda,3,0,0.0
3/23/2020 23:45,2020-03-23,Argentina,301,4,51.0
3/23/2020 23:45,2020-03-23,Armenia,235,0,2.0
3/23/2020 23:45,2020-03-23,Aruba,9,0,1.0
3/23/2020 23:45,2020-03-23,Australia,1887,7,118.0
3/23/2020 23:45,2020-03-23,Austria,4474,21,9.0
3/23/2020 23:45,2020-03-23,Azerbaijan,72,1,10.0
3/23/2020 23:45,2020-03-23,Bahamas,4,0,0.0
3/23/2020 23:45,2020-03-23,Bahrain,377,2,164.0
3/23/2020 23:45,2020-03-23,Bangladesh,33,3,5.0
3/23/2020 23:45,2020-03-23,Barbados,17,0,0.0
3/23/2020 23:45,2020-03-23,Belarus,81,0,22.0
3/23/2020 23:45,2020-03-23,Belgium,3743,88,401.0
3/23/2020 23:45,2020-03-23,Belize,1,0,0.0
3/23/2020 23:45,2020-03-23,Benin,6,0,0.0
3/23/2020 23:45,2020-03-23,Bermuda,6,0,0.0
3/23/2020 23:45,2020-03-23,Bhutan,2,0,0.0
3/23/2020 23:45,2020-03-23,Bolivia,27,0,0.0
3/23/2020 23:45,2020-03-23,Bosnia and Herzegovina,136,1,2.0
3/23/2020 23:45,2020-03-23,Brazil,1924,34,2.0
3/23/2020 23:45,2020-03-23,Brunei,91,0,2.0
3/23/2020 23:45,2020-03-23,Bulgaria,201,3,3.0
3/23/2020 23:45,2020-03-23,Burkina Faso,99,4,5.0
3/23/2020 23:45,2020-03-23,CAR,3,0,0.0
3/23/2020 23:45,2020-03-23,Cabo Verde,3,0,0.0
3/23/2020 23:45,2020-03-23,Cambodia,87,0,2.0
3/23/2020 23:45,2020-03-23,Cameroon,56,0,2.0
3/23/2020 23:45,2020-03-23,Canada,2091,24,320.0
3/23/2020 23:45,2020-03-23,Cayman Islands,5,1,0.0
3/23/2020 23:45,2020-03-23,Chad,2,0,0.0
3/23/2020 23:45,2020-03-23,Channel Islands,36,0,0.0
3/23/2020 23:45,2020-03-23,Chile,746,2,11.0
3/23/2020 23:45,2020-03-23,China,81171,3277,73159.0
3/23/2020 23:45,2020-03-23,Colombia,277,3,3.0
3/23/2020 23:45,2020-03-23,Congo,4,0,0.0
3/23/2020 23:45,2020-03-23,Costa Rica,158,2,2.0
3/23/2020 23:45,2020-03-23,Croatia,315,1,5.0
3/23/2020 23:45,2020-03-23,Cuba,40,1,0.0
3/23/2020 23:45,2020-03-23,Curacao,4,1,0.0
3/23/2020 23:45,2020-03-23,Cyprus,116,1,3.0
3/23/2020 23:45,2020-03-23,Czechia,1236,1,7.0
3/23/2020 23:45,2020-03-23,DRC,36,2,0.0
3/23/2020 23:45,2020-03-23,Denmark,1460,24,1.0
3/23/2020 23:45,2020-03-23,Djibouti,3,0,0.0
3/23/2020 23:45,2020-03-23,Dominica,2,0,0.0
3/23/2020 23:45,2020-03-23,Dominican Republic,245,3,3.0
3/23/2020 23:45,2020-03-23,Ecuador,981,18,3.0
3/23/2020 23:45,2020-03-23,Egypt,366,19,68.0
3/23/2020 23:45,2020-03-23,El Salvador,5,0,0.0
3/23/2020 23:45,2020-03-23,Equatorial Guinea,9,0,0.0
3/23/2020 23:45,2020-03-23,Eritrea,1,0,0.0
3/23/2020 23:45,2020-03-23,Estonia,352,0,4.0
3/23/2020 23:45,2020-03-23,Eswatini,4,0,0.0
3/23/2020 23:45,2020-03-23,Ethiopia,11,0,0.0
3/23/2020 23:45,2020-03-23,Faeroe Islands,118,0,23.0
3/23/2020 23:45,2020-03-23,Fiji,3,0,0.0
3/23/2020 23:45,2020-03-23,Finland,700,1,10.0
3/23/2020 23:45,2020-03-23,France,19856,860,2200.0
3/23/2020 23:45,2020-03-23,French Guiana,20,0,6.0
