Date_last_updated_AEDT,date,countryname,Confirmed,Deaths,Recovered
2020-04-15 21:48:00,2020-04-15,0,2082822,134603,510046.0
2020-04-15 21:48:00,2020-04-15,Afghanistan,784,25,43.0
2020-04-15 21:48:00,2020-04-15,Albania,494,25,251.0
2020-04-15 21:48:00,2020-04-15,Algeria,2160,336,708.0
2020-04-15 21:48:00,2020-04-15,Andorra,673,33,169.0
2020-04-15 21:48:00,2020-04-15,Angola,19,2,5.0
2020-04-15 21:48:00,2020-04-15,Anguilla,3,0,1.0
2020-04-15 21:48:00,2020-04-15,Antigua and Barbuda,23,2,3.0
2020-04-15 21:48:00,2020-04-15,Argentina,2571,112,596.0
2020-04-15 21:48:00,2020-04-15,Armenia,1111,17,297.0
2020-04-15 21:48:00,2020-04-15,Aruba,93,1,39.0
2020-04-15 21:48:00,2020-04-15,Australia,6447,63,3686.0
2020-04-15 21:48:00,2020-04-15,Austria,14350,393,8098.0
2020-04-15 21:48:00,2020-04-15,Azerbaijan,1253,13,404.0
2020-04-15 21:48:00,2020-04-15,Bahamas,53,8,6.0
2020-04-15 21:48:00,2020-04-15,Bahrain,1671,7,663.0
2020-04-15 21:48:00,2020-04-15,Bangladesh,1231,50,49.0
2020-04-15 21:48:00,2020-04-15,Barbados,75,5,15.0
2020-04-15 21:48:00,2020-04-15,Belarus,3728,36,203.0
2020-04-15 21:48:00,2020-04-15,Belgium,33573,4440,7107.0
2020-04-15 21:48:00,2020-04-15,Belize,18,2,0.0
2020-04-15 21:48:00,2020-04-15,Benin,35,1,18.0
2020-04-15 21:48:00,2020-04-15,Bermuda,81,5,33.0
2020-04-15 21:48:00,2020-04-15,Bhutan,5,0,2.0
2020-04-15 21:48:00,2020-04-15,Bolivia,397,28,7.0
2020-04-15 21:48:00,2020-04-15,Bosnia and Herzegovina,1110,41,253.0
2020-04-15 21:48:00,2020-04-15,Botswana,13,1,0.0
2020-04-15 21:48:00,2020-04-15,Brazil,28610,1757,14026.0
2020-04-15 21:48:00,2020-04-15,British Virgin Islands,3,0,2.0
2020-04-15 21:48:00,2020-04-15,Brunei,136,1,108.0
2020-04-15 21:48:00,2020-04-15,Bulgaria,747,36,105.0
2020-04-15 21:48:00,2020-04-15,Burkina Faso,542,32,226.0
2020-04-15 21:48:00,2020-04-15,Burundi,5,1,0.0
2020-04-15 21:48:00,2020-04-15,CAR,12,0,4.0
2020-04-15 21:48:00,2020-04-15,Cabo Verde,56,1,1.0
2020-04-15 21:48:00,2020-04-15,Cambodia,122,0,96.0
2020-04-15 21:48:00,2020-04-15,Cameroon,848,17,165.0
2020-04-15 21:48:00,2020-04-15,Canada,28379,1010,8979.0
2020-04-15 21:48:00,2020-04-15,Caribbean Netherlands,3,0,0.0
2020-04-15 21:48:00,2020-04-15,Cayman Islands,60,1,6.0
2020-04-15 21:48:00,2020-04-15,Chad,23,0,2.0
2020-04-15 21:48:00,2020-04-15,Channel Islands,447,15,69.0
2020-04-15 21:48:00,2020-04-15,Chile,8273,94,2937.0
2020-04-15 21:48:00,2020-04-15,China,82295,3342,77816.0
2020-04-15 21:48:00,2020-04-15,Colombia,3105,131,452.0
2020-04-15 21:48:00,2020-04-15,Congo,117,5,11.0
2020-04-15 21:48:00,2020-04-15,Costa Rica,626,4,67.0
2020-04-15 21:48:00,2020-04-15,Croatia,1741,33,473.0
2020-04-15 21:48:00,2020-04-15,Cuba,814,24,151.0
2020-04-15 21:48:00,2020-04-15,Curacao,14,1,10.0
2020-04-15 21:48:00,2020-04-15,Cyprus,715,12,65.0
2020-04-15 21:48:00,2020-04-15,Czechia,6301,166,819.0
2020-04-15 21:48:00,2020-04-15,DRC,254,21,21.0
2020-04-15 21:48:00,2020-04-15,Denmark,6681,309,2748.0
2020-04-15 21:48:00,2020-04-15,Djibouti,435,2,71.0
2020-04-15 21:48:00,2020-04-15,Dominica,16,0,8.0
2020-04-15 21:48:00,2020-04-15,Dominican Republic,3614,189,208.0
2020-04-15 21:48:00,2020-04-15,Ecuador,7858,388,780.0
2020-04-15 21:48:00,2020-04-15,Egypt,2505,183,589.0
2020-04-15 21:48:00,2020-04-15,El Salvador,159,6,30.0
2020-04-15 21:48:00,2020-04-15,Equatorial Guinea,51,0,4.0
2020-04-15 21:48:00,2020-04-15,Eritrea,35,0,0.0
2020-04-15 21:48:00,2020-04-15,Estonia,1400,35,117.0
2020-04-15 21:48:00,2020-04-15,Eswatini,15,0,8.0
2020-04-15 21:48:00,2020-04-15,Ethiopia,85,3,15.0
2020-04-15 21:48:00,2020-04-15,Faeroe Islands,184,0,166.0
2020-04-15 21:48:00,2020-04-15,Falkland Islands,11,0,1.0
2020-04-15 21:48:00,2020-04-15,Fiji,16,0,0.0
2020-04-15 21:48:00,2020-04-15,Finland,3237,72,300.0
2020-04-15 21:48:00,2020-04-15,France,147863,17167,30955.0
2020-04-15 21:48:00,2020-04-15,French Guiana,86,0,51.0
2020-04-15 21:48:00,2020-04-15,French Polynesia,55,0,0.0
2020-04-15 21:48:00,2020-04-15,Gabon,80,1,4.0
2020-04-15 21:48:00,2020-04-15,Gambia,9,1,2.0
2020-04-15 21:48:00,2020-04-15,Georgia,306,3,71.0
2020-04-15 21:48:00,2020-04-15,Germany,134753,3804,72600.0
2020-04-15 21:48:00,2020-04-15,Ghana,641,8,83.0
2020-04-15 21:48:00,2020-04-15,Gibraltar,131,0,104.0
2020-04-15 21:48:00,2020-04-15,Greece,2192,102,269.0
2020-04-15 21:48:00,2020-04-15,Greenland,11,0,11.0
2020-04-15 21:48:00,2020-04-15,Grenada,14,0,0.0
2020-04-15 21:48:00,2020-04-15,Guadeloupe,145,8,67.0
2020-04-15 21:48:00,2020-04-15,Guatemala,180,5,19.0
2020-04-15 21:48:00,2020-04-15,Guinea,404,1,31.0
2020-04-15 21:48:00,2020-04-15,Guinea-Bissau,43,0,0.0
2020-04-15 21:48:00,2020-04-15,Guyana,55,6,8.0
2020-04-15 21:48:00,2020-04-15,Haiti,41,3,0.0
2020-04-15 21:48:00,2020-04-15,Honduras,419,31,9.0
2020-04-15 21:48:00,2020-04-15,Hong Kong,1017,4,459.0
2020-04-15 21:48:00,2020-04-15,Hungary,1579,134,192.0
2020-04-15 21:48:00,2020-04-15,Iceland,1727,8,1077.0
2020-04-15 21:48:00,2020-04-15,India,12370,422,1508.0
2020-04-15 21:48:00,2020-04-15,Indonesia,5136,469,446.0
2020-04-15 21:48:00,2020-04-15,Iran,76389,4777,49933.0
2020-04-15 21:48:00,2020-04-15,Iraq,1415,79,812.0
2020-04-15 21:48:00,2020-04-15,Ireland,12547,444,77.0
2020-04-15 21:48:00,2020-04-15,Isle of Man,256,4,151.0
2020-04-15 21:48:00,2020-04-15,Israel,12501,130,2563.0
2020-04-15 21:48:00,2020-04-15,Italy,165155,21645,38092.0
2020-04-15 21:48:00,2020-04-15,Ivory Coast,654,6,146.0
2020-04-15 21:48:00,2020-04-15,Jamaica,125,5,21.0
2020-04-15 21:48:00,2020-04-15,Japan,9338,190,1540.0
2020-04-15 21:48:00,2020-04-15,Jordan,401,7,250.0
2020-04-15 21:48:00,2020-04-15,Kazakhstan,1295,16,240.0
2020-04-15 21:48:00,2020-04-15,Kenya,225,10,53.0
2020-04-15 21:48:00,2020-04-15,Kuwait,1405,3,206.0
2020-04-15 21:48:00,2020-04-15,Kyrgyzstan,449,5,78.0
2020-04-15 21:48:00,2020-04-15,Laos,19,0,1.0
2020-04-15 21:48:00,2020-04-15,Latvia,666,5,44.0
2020-04-15 21:48:00,2020-04-15,Lebanon,658,21,85.0
2020-04-15 21:48:00,2020-04-15,Liberia,59,6,4.0
2020-04-15 21:48:00,2020-04-15,Libya,48,1,11.0
2020-04-15 21:48:00,2020-04-15,Liechtenstein,79,1,55.0
2020-04-15 21:48:00,2020-04-15,Lithuania,1091,30,138.0
2020-04-15 21:48:00,2020-04-15,Luxembourg,3373,69,526.0
2020-04-15 21:48:00,2020-04-15,MS Zaandam,9,2,0.0
2020-04-15 21:48:00,2020-04-15,Macau,45,0,15.0
2020-04-15 21:48:00,2020-04-15,Madagascar,110,0,29.0
2020-04-15 21:48:00,2020-04-15,Malawi,16,2,0.0
2020-04-15 21:48:00,2020-04-15,Malaysia,5072,83,2647.0
2020-04-15 21:48:00,2020-04-15,Maldives,22,0,16.0
2020-04-15 21:48:00,2020-04-15,Mali,148,13,34.0
2020-04-15 21:48:00,2020-04-15,Malta,399,3,44.0
2020-04-15 21:48:00,2020-04-15,Martinique,158,8,73.0
2020-04-15 21:48:00,2020-04-15,Mauritania,7,1,2.0
2020-04-15 21:48:00,2020-04-15,Mauritius,324,9,65.0
2020-04-15 21:48:00,2020-04-15,Mayotte,217,3,69.0
2020-04-15 21:48:00,2020-04-15,Mexico,5847,449,2125.0
2020-04-15 21:48:00,2020-04-15,Moldova,2049,46,171.0
2020-04-15 21:48:00,2020-04-15,Monaco,93,3,12.0
2020-04-15 21:48:00,2020-04-15,Mongolia,30,0,5.0
