Date_last_updated_AEDT,date,countryname,Confirmed,Deaths,Recovered
2020-08-07 19:16:00,2020-08-07,0,19487516,722050.0,12510836.0
2020-08-07 19:16:00,2020-08-07,Afghanistan,37015,1307.0,25903.0
2020-08-07 19:16:00,2020-08-07,Albania,6151,189.0,3227.0
2020-08-07 19:16:00,2020-08-07,Algeria,34155,1282.0,23667.0
2020-08-07 19:16:00,2020-08-07,Andorra,955,52.0,839.0
2020-08-07 19:16:00,2020-08-07,Angola,1538,67.0,544.0
2020-08-07 19:16:00,2020-08-07,Anguilla,3,0.0,3.0
2020-08-07 19:16:00,2020-08-07,Antigua and Barbuda,92,3.0,76.0
2020-08-07 19:16:00,2020-08-07,Argentina,228195,4291.0,103297.0
2020-08-07 19:16:00,2020-08-07,Armenia,39985,777.0,32008.0
2020-08-07 19:16:00,2020-08-07,Aruba,396,3.0,114.0
2020-08-07 19:16:00,2020-08-07,Australia,20272,266.0,11147.0
2020-08-07 19:16:00,2020-08-07,Austria,21837,720.0,19690.0
2020-08-07 19:16:00,2020-08-07,Azerbaijan,33376,483.0,29696.0
2020-08-07 19:16:00,2020-08-07,Bahamas,761,14.0,91.0
2020-08-07 19:16:00,2020-08-07,Bahrain,43307,159.0,40276.0
2020-08-07 19:16:00,2020-08-07,Bangladesh,252502,3333.0,145584.0
2020-08-07 19:16:00,2020-08-07,Barbados,133,7.0,100.0
2020-08-07 19:16:00,2020-08-07,Belarus,68614,583.0,64200.0
2020-08-07 19:16:00,2020-08-07,Belgium,72016,9861.0,17700.0
2020-08-07 19:16:00,2020-08-07,Belize,114,2.0,32.0
2020-08-07 19:16:00,2020-08-07,Benin,1936,38.0,1600.0
2020-08-07 19:16:00,2020-08-07,Bermuda,157,9.0,144.0
2020-08-07 19:16:00,2020-08-07,Bhutan,108,0.0,96.0
2020-08-07 19:16:00,2020-08-07,Bolivia,86423,3465.0,27373.0
2020-08-07 19:16:00,2020-08-07,Bosnia and Herzegovina,13687,394.0,7373.0
2020-08-07 19:16:00,2020-08-07,Botswana,804,2.0,63.0
2020-08-07 19:16:00,2020-08-07,Brazil,2962442,99572.0,2068394.0
2020-08-07 19:16:00,2020-08-07,British Virgin Islands,9,1.0,7.0
2020-08-07 19:16:00,2020-08-07,Brunei,142,3.0,138.0
2020-08-07 19:16:00,2020-08-07,Bulgaria,13014,435.0,7374.0
2020-08-07 19:16:00,2020-08-07,Burkina Faso,1158,54.0,961.0
2020-08-07 19:16:00,2020-08-07,Burundi,400,1.0,304.0
2020-08-07 19:16:00,2020-08-07,CAR,4641,59.0,1716.0
2020-08-07 19:16:00,2020-08-07,Cabo Verde,2780,29.0,2042.0
2020-08-07 19:16:00,2020-08-07,Cambodia,243,0.0,214.0
2020-08-07 19:16:00,2020-08-07,Cameroon,17718,391.0,15320.0
2020-08-07 19:16:00,2020-08-07,Canada,118757,8966.0,103222.0
2020-08-07 19:16:00,2020-08-07,Caribbean Netherlands,13,0.0,7.0
2020-08-07 19:16:00,2020-08-07,Cayman Islands,203,1.0,202.0
2020-08-07 19:16:00,2020-08-07,Chad,942,76.0,838.0
2020-08-07 19:16:00,2020-08-07,Channel Islands,597,47.0,533.0
2020-08-07 19:16:00,2020-08-07,Chile,368825,9958.0,342168.0
2020-08-07 19:16:00,2020-08-07,China,84565,4634.0,79088.0
2020-08-07 19:16:00,2020-08-07,Colombia,357710,11939.0,192355.0
2020-08-07 19:16:00,2020-08-07,Comoros,396,7.0,340.0
2020-08-07 19:16:00,2020-08-07,Congo,3546,58.0,1589.0
2020-08-07 19:16:00,2020-08-07,Costa Rica,22081,218.0,7266.0
2020-08-07 19:16:00,2020-08-07,Croatia,5466,155.0,4758.0
2020-08-07 19:16:00,2020-08-07,Cuba,2829,88.0,2429.0
2020-08-07 19:16:00,2020-08-07,Curacao,31,1.0,30.0
2020-08-07 19:16:00,2020-08-07,Cyprus,1222,19.0,856.0
2020-08-07 19:16:00,2020-08-07,Czechia,17896,389.0,12698.0
2020-08-07 19:16:00,2020-08-07,DRC,9355,218.0,8174.0
2020-08-07 19:16:00,2020-08-07,Denmark,14442,617.0,12840.0
2020-08-07 19:16:00,2020-08-07,Djibouti,5338,59.0,5083.0
2020-08-07 19:16:00,2020-08-07,Dominica,18,0.0,18.0
2020-08-07 19:16:00,2020-08-07,Dominican Republic,77709,1259.0,41393.0
2020-08-07 19:16:00,2020-08-07,Ecuador,91969,5897.0,71463.0
2020-08-07 19:16:00,2020-08-07,Egypt,95147,4971.0,50553.0
