Date_last_updated_AEDT,date,countryname,Confirmed,Deaths,Recovered
2020-06-04 20:29:00,2020-06-04,0,6688678,392123,3228035.0
2020-06-04 20:29:00,2020-06-04,Afghanistan,18054,300,1585.0
2020-06-04 20:29:00,2020-06-04,Albania,1197,33,898.0
2020-06-04 20:29:00,2020-06-04,Algeria,9831,681,6297.0
2020-06-04 20:29:00,2020-06-04,Andorra,852,51,738.0
2020-06-04 20:29:00,2020-06-04,Angola,86,4,18.0
2020-06-04 20:29:00,2020-06-04,Anguilla,3,0,3.0
2020-06-04 20:29:00,2020-06-04,Antigua and Barbuda,26,3,20.0
2020-06-04 20:29:00,2020-06-04,Argentina,20197,608,5993.0
2020-06-04 20:29:00,2020-06-04,Armenia,11221,176,3468.0
2020-06-04 20:29:00,2020-06-04,Aruba,101,3,98.0
2020-06-04 20:29:00,2020-06-04,Australia,7240,102,6648.0
2020-06-04 20:29:00,2020-06-04,Austria,16805,670,15717.0
2020-06-04 20:29:00,2020-06-04,Azerbaijan,6522,78,3737.0
2020-06-04 20:29:00,2020-06-04,Bahamas,102,11,55.0
2020-06-04 20:29:00,2020-06-04,Bahrain,13296,21,7728.0
2020-06-04 20:29:00,2020-06-04,Bangladesh,57563,781,12161.0
2020-06-04 20:29:00,2020-06-04,Barbados,92,7,81.0
2020-06-04 20:29:00,2020-06-04,Belarus,45981,253,21162.0
2020-06-04 20:29:00,2020-06-04,Belgium,58767,9548,16048.0
2020-06-04 20:29:00,2020-06-04,Belize,18,2,16.0
2020-06-04 20:29:00,2020-06-04,Benin,261,3,151.0
2020-06-04 20:29:00,2020-06-04,Bermuda,141,9,113.0
2020-06-04 20:29:00,2020-06-04,Bhutan,47,0,9.0
2020-06-04 20:29:00,2020-06-04,Bolivia,11638,400,1507.0
2020-06-04 20:29:00,2020-06-04,Bosnia and Herzegovina,2594,159,1951.0
2020-06-04 20:29:00,2020-06-04,Botswana,40,1,23.0
2020-06-04 20:29:00,2020-06-04,Brazil,612862,33884,266132.0
2020-06-04 20:29:00,2020-06-04,British Virgin Islands,8,1,7.0
2020-06-04 20:29:00,2020-06-04,Brunei,141,2,138.0
2020-06-04 20:29:00,2020-06-04,Bulgaria,2585,147,1322.0
2020-06-04 20:29:00,2020-06-04,Burkina Faso,885,53,760.0
2020-06-04 20:29:00,2020-06-04,Burundi,63,1,33.0
2020-06-04 20:29:00,2020-06-04,CAR,1288,4,23.0
2020-06-04 20:29:00,2020-06-04,Cabo Verde,502,5,239.0
2020-06-04 20:29:00,2020-06-04,Cambodia,125,0,123.0
2020-06-04 20:29:00,2020-06-04,Cameroon,6789,203,3705.0
2020-06-04 20:29:00,2020-06-04,Canada,93726,7637,51739.0
2020-06-04 20:29:00,2020-06-04,Caribbean Netherlands,7,0,7.0
2020-06-04 20:29:00,2020-06-04,Cayman Islands,160,1,85.0
2020-06-04 20:29:00,2020-06-04,Chad,828,66,633.0
2020-06-04 20:29:00,2020-06-04,Channel Islands,561,46,512.0
2020-06-04 20:29:00,2020-06-04,Chile,118292,1356,90748.0
2020-06-04 20:29:00,2020-06-04,China,83022,4634,78319.0
2020-06-04 20:29:00,2020-06-04,Colombia,35120,1087,12921.0
2020-06-04 20:29:00,2020-06-04,Comoros,132,2,55.0
2020-06-04 20:29:00,2020-06-04,Congo,611,20,179.0
2020-06-04 20:29:00,2020-06-04,Costa Rica,1194,10,687.0
2020-06-04 20:29:00,2020-06-04,Croatia,2247,103,2105.0
2020-06-04 20:29:00,2020-06-04,Cuba,2119,83,1839.0
2020-06-04 20:29:00,2020-06-04,Curacao,21,1,15.0
2020-06-04 20:29:00,2020-06-04,Cyprus,958,17,790.0
2020-06-04 20:29:00,2020-06-04,Czechia,9494,326,6809.0
2020-06-04 20:29:00,2020-06-04,DRC,3644,78,495.0
2020-06-04 20:29:00,2020-06-04,Denmark,11811,582,10620.0
2020-06-04 20:29:00,2020-06-04,Djibouti,4054,26,1685.0
2020-06-04 20:29:00,2020-06-04,Dominica,18,0,16.0
2020-06-04 20:29:00,2020-06-04,Dominican Republic,18319,520,11474.0
2020-06-04 20:29:00,2020-06-04,Ecuador,40966,3486,20019.0
2020-06-04 20:29:00,2020-06-04,Egypt,29767,1126,7756.0
2020-06-04 20:29:00,2020-06-04,El Salvador,2781,51,1208.0
2020-06-04 20:29:00,2020-06-04,Equatorial Guinea,1306,12,200.0
2020-06-04 20:29:00,2020-06-04,Eritrea,39,0,39.0
2020-06-04 20:29:00,2020-06-04,Estonia,1890,69,1663.0
2020-06-04 20:29:00,2020-06-04,Eswatini,300,3,201.0
2020-06-04 20:29:00,2020-06-04,Ethiopia,1636,18,250.0
2020-06-04 20:29:00,2020-06-04,Faeroe Islands,187,0,187.0
2020-06-04 20:29:00,2020-06-04,Falkland Islands,13,0,13.0
2020-06-04 20:29:00,2020-06-04,Fiji,18,0,18.0
2020-06-04 20:29:00,2020-06-04,Finland,6911,322,5800.0
2020-06-04 20:29:00,2020-06-04,France,152444,29065,69976.0
2020-06-04 20:29:00,2020-06-04,French Guiana,556,1,296.0
2020-06-04 20:29:00,2020-06-04,French Polynesia,60,0,60.0
2020-06-04 20:29:00,2020-06-04,Gabon,2955,21,818.0
2020-06-04 20:29:00,2020-06-04,Gambia,26,1,20.0
2020-06-04 20:29:00,2020-06-04,Georgia,801,13,644.0
2020-06-04 20:29:00,2020-06-04,Germany,184923,8736,167800.0
2020-06-04 20:29:00,2020-06-04,Ghana,8885,38,3189.0
2020-06-04 20:29:00,2020-06-04,Gibraltar,173,0,153.0
2020-06-04 20:29:00,2020-06-04,Greece,2952,180,1374.0
2020-06-04 20:29:00,2020-06-04,Greenland,13,0,13.0
2020-06-04 20:29:00,2020-06-04,Grenada,23,0,18.0
2020-06-04 20:29:00,2020-06-04,Guadeloupe,162,14,138.0
2020-06-04 20:29:00,2020-06-04,Guatemala,5760,143,929.0
2020-06-04 20:29:00,2020-06-04,Guinea,3991,23,2512.0
2020-06-04 20:29:00,2020-06-04,Guinea-Bissau,1339,8,53.0
2020-06-04 20:29:00,2020-06-04,Guyana,153,12,77.0
2020-06-04 20:29:00,2020-06-04,Haiti,2640,50,24.0
2020-06-04 20:29:00,2020-06-04,Honduras,5690,234,617.0
2020-06-04 20:29:00,2020-06-04,Hong Kong,1099,4,1041.0
2020-06-04 20:29:00,2020-06-04,Hungary,3954,539,2205.0
2020-06-04 20:29:00,2020-06-04,Iceland,1806,10,1794.0
2020-06-04 20:29:00,2020-06-04,India,226713,6363,108450.0
2020-06-04 20:29:00,2020-06-04,Indonesia,28818,1721,8892.0
2020-06-04 20:29:00,2020-06-04,Iran,164270,8071,127485.0
2020-06-04 20:29:00,2020-06-04,Iraq,8840,271,4338.0
2020-06-04 20:29:00,2020-06-04,Ireland,25142,1664,22698.0
2020-06-04 20:29:00,2020-06-04,Isle of Man,336,24,312.0
2020-06-04 20:29:00,2020-06-04,Israel,17495,291,15013.0
2020-06-04 20:29:00,2020-06-04,Italy,234013,33689,161895.0
2020-06-04 20:29:00,2020-06-04,Ivory Coast,3262,35,1584.0
2020-06-04 20:29:00,2020-06-04,Jamaica,591,10,361.0
2020-06-04 20:29:00,2020-06-04,Japan,17730,916,15518.0
2020-06-04 20:29:00,2020-06-04,Jordan,765,9,566.0
2020-06-04 20:29:00,2020-06-04,Kazakhstan,12067,52,6606.0
2020-06-04 20:29:00,2020-06-04,Kenya,2340,78,592.0
2020-06-04 20:29:00,2020-06-04,Kuwait,29921,236,17223.0
2020-06-04 20:29:00,2020-06-04,Kyrgyzstan,1899,20,1292.0
2020-06-04 20:29:00,2020-06-04,Laos,19,0,18.0
2020-06-04 20:29:00,2020-06-04,Latvia,1082,25,760.0
2020-06-04 20:29:00,2020-06-04,Lebanon,1306,28,731.0
2020-06-04 20:29:00,2020-06-04,Lesotho,4,0,2.0
2020-06-04 20:29:00,2020-06-04,Liberia,321,28,175.0
2020-06-04 20:29:00,2020-06-04,Libya,209,5,52.0
2020-06-04 20:29:00,2020-06-04,Liechtenstein,82,1,55.0
2020-06-04 20:29:00,2020-06-04,Lithuania,1687,71,1273.0
2020-06-04 20:29:00,2020-06-04,Luxembourg,4027,110,3874.0
2020-06-04 20:29:00,2020-06-04,MS Zaandam,9,2,0.0
2020-06-04 20:29:00,2020-06-04,Macau,45,0,45.0
2020-06-04 20:29:00,2020-06-04,Madagascar,957,7,200.0
2020-06-04 20:29:00,2020-06-04,Malawi,393,4,51.0
2020-06-04 20:29:00,2020-06-04,Malaysia,8247,115,6559.0
2020-06-04 20:29:00,2020-06-04,Maldives,1872,7,648.0
2020-06-04 20:29:00,2020-06-04,Mali,1461,85,806.0
2020-06-04 20:29:00,2020-06-04,Malta,622,9,576.0
2020-06-04 20:29:00,2020-06-04,Martinique,200,14,98.0
2020-06-04 20:29:00,2020-06-04,Mauritania,784,39,65.0
2020-06-04 20:29:00,2020-06-04,Mauritius,335,10,322.0
2020-06-04 20:29:00,2020-06-04,Mayotte,2058,25,1523.0
2020-06-04 20:29:00,2020-06-04,Mexico,101238,11729,73271.0
2020-06-04 20:29:00,2020-06-04,Moldova,9018,315,5009.0
2020-06-04 20:29:00,2020-06-04,Monaco,99,4,92.0
2020-06-04 20:29:00,2020-06-04,Mongolia,186,0,65.0
2020-06-04 20:29:00,2020-06-04,Montenegro,324,9,315.0
2020-06-04 20:29:00,2020-06-04,Montserrat,11,1,10.0
2020-06-04 20:29:00,2020-06-04,Morocco,8003,208,7195.0
2020-06-04 20:29:00,2020-06-04,Mozambique,352,2,114.0
2020-06-04 20:29:00,2020-06-04,Myanmar,236,6,148.0
2020-06-04 20:29:00,2020-06-04,Namibia,25,0,16.0
2020-06-04 20:29:00,2020-06-04,Nepal,2634,10,290.0
2020-06-04 20:29:00,2020-06-04,Netherlands,46942,5990,0.0
2020-06-04 20:29:00,2020-06-04,New Caledonia,20,0,18.0
2020-06-04 20:29:00,2020-06-04,New Zealand,1504,22,1481.0
2020-06-04 20:29:00,2020-06-04,Nicaragua,1118,46,370.0
2020-06-04 20:29:00,2020-06-04,Niger,963,65,860.0
2020-06-04 20:29:00,2020-06-04,Nigeria,11516,323,3535.0
2020-06-04 20:29:00,2020-06-04,North Macedonia,2611,147,1621.0
2020-06-04 20:29:00,2020-06-04,Norway,8504,238,8138.0
2020-06-04 20:29:00,2020-06-04,Oman,14316,67,3451.0
2020-06-04 20:29:00,2020-06-04,Pakistan,85264,1770,30128.0
2020-06-04 20:29:00,2020-06-04,Palestine,464,3,377.0
2020-06-04 20:29:00,2020-06-04,Panama,14609,357,9519.0
2020-06-04 20:29:00,2020-06-04,Papua New Guinea,8,0,8.0
