Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
26663,337,,,0,3/21/2020 23:02
12312,75,New York,US,0,3/21/2020 23:02
1793,94,WA,US,1,3/21/2020 23:02
1407,25,California,US,6,3/21/2020 23:02
1327,16,New Jersey,US,1,3/21/2020 23:02
789,6,Michigan,US,0,3/21/2020 23:02
763,13,Florida,US,0,3/21/2020 23:02
763,20,Louisiana,US,0,3/21/2020 23:02
753,6,Illinois,US,2,3/21/2020 23:02
555,20,Georgia,US,0,3/21/2020 23:02
543,5,Texas,US,0,3/21/2020 23:02
529,1,Massachusetts,US,1,3/21/2020 23:02
475,6,Colorado,US,0,3/21/2020 23:02
399,2,Pennsylvania,US,0,3/21/2020 23:02
371,1,Tennessee,US,0,3/21/2020 23:02
282,4,Wisconsin,US,1,3/21/2020 23:02
257,0,North Carolina,US,0,3/21/2020 23:02
248,3,Ohio,US,0,3/21/2020 23:02
223,4,Connecticut,US,0,3/21/2020 23:02
193,2,Maryland,US,3,3/21/2020 23:02
174,3,South Carolina,US,0,3/21/2020 23:02
158,3,Virginia,US,0,3/21/2020 23:02
154,2,Nevada,US,0,3/21/2020 23:02
140,1,Mississippi,US,0,3/21/2020 23:02
137,4,Oregon,US,0,3/21/2020 23:02
137,1,Minnesota,US,0,3/21/2020 23:02
136,0,Utah,US,0,3/21/2020 23:02
131,0,Alabama,US,0,3/21/2020 23:02
128,4,Indiana,US,0,3/21/2020 23:02
122,0,Arkansas,US,0,3/21/2020 23:02
104,1,Arizona,US,1,3/21/2020 23:02
98,1,Washington DC,US,0,3/21/2020 23:02
87,3,Kentucky,US,1,3/21/2020 23:02
81,3,Missouri,US,0,3/21/2020 23:02
70,0,Maine,US,0,3/21/2020 23:02
69,0,Iowa,US,0,3/21/2020 23:02
66,0,Rhode Island,US,0,3/21/2020 23:02
65,0,New Hampshire,US,0,3/21/2020 23:02
57,2,Kansas,US,0,3/21/2020 23:02
57,0,New Mexico,US,0,3/21/2020 23:02
53,1,Oklahoma,US,0,3/21/2020 23:02
49,0,From Diamond Princess cruise,US,0,3/21/2020 23:02
49,2,Vermont,US,0,3/21/2020 23:02
48,0,Hawaii,US,0,3/21/2020 23:02
45,0,Delaware,US,0,3/21/2020 23:02
42,0,Idaho,US,0,3/21/2020 23:02
38,0,Nebraska,US,0,3/21/2020 23:02
28,0,North Dakota,US,0,3/21/2020 23:02
27,0,Montana,US,0,3/21/2020 23:02
23,1,From Grand Princess,US,0,3/21/2020 23:02
23,0,Wyoming,US,0,3/21/2020 23:02
21,1,,,0,3/21/2020 23:02
15,0,,,0,3/21/2020 23:02
14,1,South Dakota,US,0,3/21/2020 23:02
14,0,Alaska,US,0,3/21/2020 23:02
12,0,West Virginia,US,0,3/21/2020 23:02
6,0,,,0,3/21/2020 23:02
1330,20,,,0,3/21/2020 23:02
424,10,British Columbia,Canada,4,3/21/2020 23:02
377,3,Ontario,Canada,5,3/21/2020 23:02
226,1,Alberta,Canada,0,3/21/2020 23:02
181,5,Quebec,Canada,0,3/21/2020 23:02
44,0,Saskatchewan,Canada,0,3/21/2020 23:02
21,0,Nova Scotia,Canada,0,3/21/2020 23:02
19,0,Manitoba,Canada,0,3/21/2020 23:02
17,0,New Brunswick,Canada,0,3/21/2020 23:02
12,0,,,0,3/21/2020 23:02
6,0,Newfoundland and Labrador,Canada,0,3/21/2020 23:02
2,0,Prince Edward Island,Canada,0,3/21/2020 23:02
1,0,,,0,3/21/2020 23:02
0,1,,,0,3/21/2020 23:02
81054,3261,,China,72440,3/21/2020 23:02
53578,4825,,Italy,6072,3/21/2020 23:02
25496,1378,,Spain,2125,3/21/2020 23:02
22364,84,,Germany,209,3/21/2020 23:02
20610,1556,,Iran,7635,3/21/2020 23:02
14459,562,,France,1587,3/21/2020 23:02
8897,104,,South Korea,2909,3/21/2020 23:02
6863,80,,Switzerland,131,3/21/2020 23:02
5018,233,,UK,93,3/21/2020 23:02
3631,136,,Netherlands,2,3/21/2020 23:02
2992,8,,Austria,9,3/21/2020 23:02
2815,67,Brussels,Belgium,263,3/21/2020 23:02
2164,7,,Norway,6,3/21/2020 23:02
1770,20,,Sweden,16,3/21/2020 23:02
1326,13,,Denmark,1,3/21/2020 23:02
1280,12,,Portugal,5,3/21/2020 23:02
1183,8,,Malaysia,114,3/21/2020 23:02
1178,18,,Brazil,2,3/21/2020 23:02
1072,7,,Australia,46,3/21/2020 23:02
1054,36,,Japan,215,3/21/2020 23:02
995,0,,Czechia,6,3/21/2020 23:02
947,21,,Turkey,0,3/21/2020 23:02
883,1,,Israel,36,3/21/2020 23:02
785,3,,Ireland,5,3/21/2020 23:02
712,8,Yokohama,Japan,567,3/21/2020 23:02
670,8,,Luxembourg,6,3/21/2020 23:02
645,3,,Pakistan,13,3/21/2020 23:02
537,1,,Chile,8,3/21/2020 23:02
536,5,,Poland,13,3/21/2020 23:02
532,7,,Ecuador,3,3/21/2020 23:02
530,13,,Greece,19,3/21/2020 23:02
523,1,,Finland,10,3/21/2020 23:02
481,0,,Qatar,27,3/21/2020 23:02
473,1,,Iceland,5,3/21/2020 23:02
450,38,,Indonesia,20,3/21/2020 23:02
432,2,,Singapore,140,3/21/2020 23:02
411,1,,Thailand,44,3/21/2020 23:02
392,0,,Saudi Arabia,16,3/21/2020 23:02
383,1,,Slovenia,0,3/21/2020 23:02
367,0,,Romania,52,3/21/2020 23:02
332,5,,India,23,3/21/2020 23:02
318,5,,Peru,1,3/21/2020 23:02
310,1,,Bahrain,125,3/21/2020 23:02
307,19,,Philippines,13,3/21/2020 23:02
306,1,,Russia,16,3/21/2020 23:02
306,0,,Estonia,2,3/21/2020 23:02
294,10,,Egypt,42,3/21/2020 23:02
274,4,Hong Kong,Hong Kong,100,3/21/2020 23:02
245,3,,Panama,1,3/21/2020 23:02
240,0,,South Africa,2,3/21/2020 23:02
230,4,,Lebanon,8,3/21/2020 23:02
214,17,,Iraq,51,3/21/2020 23:02
206,1,,Croatia,5,3/21/2020 23:02
203,2,,Mexico,4,3/21/2020 23:02
196,0,,Colombia,1,3/21/2020 23:02
178,0,,Slovakia,7,3/21/2020 23:02
176,0,,Kuwait,27,3/21/2020 23:02
171,1,,Serbia,2,3/21/2020 23:02
163,3,,Bulgaria,3,3/21/2020 23:02
160,20,,San Marino,4,3/21/2020 23:02
160,0,,Armenia,1,3/21/2020 23:02
158,4,,Argentina,3,3/21/2020 23:02
153,2,Taiwan,Taiwan,28,3/21/2020 23:02
153,2,,United Arab Emirates,38,3/21/2020 23:02
