Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
0,0,,,0,3/22/2020 13:36
0,0,New York,US,0,3/22/2020 13:36
1793,94,WA,US,1,3/22/2020 13:36
0,28,California,US,6,3/22/2020 13:36
1327,16,New Jersey,US,1,3/22/2020 13:36
0,20,Louisiana,US,0,3/22/2020 13:36
0,13,Florida,US,0,3/22/2020 13:36
809,8,Michigan,US,0,3/22/2020 13:36
753,6,Illinois,US,2,3/22/2020 13:36
0,20,Georgia,US,0,3/22/2020 13:36
0,5,Texas,US,0,3/22/2020 13:36
529,2,Massachusetts,US,1,3/22/2020 13:36
0,0,Pennsylvania,US,0,3/22/2020 13:36
476,6,Colorado,US,0,3/22/2020 13:36
0,1,Tennessee,US,0,3/22/2020 13:36
0,0,North Carolina,US,0,3/22/2020 13:36
282,4,Wisconsin,US,1,3/22/2020 13:36
250,3,Ohio,US,0,3/22/2020 13:36
0,3,Maryland,US,3,3/22/2020 13:36
223,5,Connecticut,US,0,3/22/2020 13:36
0,1,Mississippi,US,0,3/22/2020 13:36
0,4,Indiana,US,0,3/22/2020 13:36
174,3,South Carolina,US,0,3/22/2020 13:36
0,3,Virginia,US,0,3/22/2020 13:36
157,2,Nevada,US,0,3/22/2020 13:36
0,1,Minnesota,US,0,3/22/2020 13:36
0,0,Alabama,US,0,3/22/2020 13:36
137,4,Oregon,US,0,3/22/2020 13:36
136,0,Utah,US,0,3/22/2020 13:36
122,0,Arkansas,US,0,3/22/2020 13:36
104,1,Arizona,US,1,3/22/2020 13:36
0,1,Washington DC,US,0,3/22/2020 13:36
0,3,Kentucky,US,1,3/22/2020 13:36
86,3,Missouri,US,0,3/22/2020 13:36
70,0,Iowa,US,0,3/22/2020 13:36
70,0,Maine,US,0,3/22/2020 13:36
66,0,Rhode Island,US,0,3/22/2020 13:36
65,0,New Hampshire,US,0,3/22/2020 13:36
0,2,Kansas,US,0,3/22/2020 13:36
57,0,New Mexico,US,0,3/22/2020 13:36
53,1,Oklahoma,US,0,3/22/2020 13:36
51,0,Nebraska,US,0,3/22/2020 13:36
49,0,From Diamond Princess cruise,US,0,3/22/2020 13:36
49,2,Vermont,US,0,3/22/2020 13:36
48,0,Hawaii,US,0,3/22/2020 13:36
0,0,Delaware,US,0,3/22/2020 13:36
42,0,Idaho,US,0,3/22/2020 13:36
0,0,Montana,US,0,3/22/2020 13:36
30,1,From Grand Princess,US,0,3/22/2020 13:36
28,0,North Dakota,US,0,3/22/2020 13:36
0,0,,,0,3/22/2020 13:36
24,0,Wyoming,US,0,3/22/2020 13:36
0,1,,,0,3/22/2020 13:36
21,0,Alaska,US,0,3/22/2020 13:36
14,1,South Dakota,US,0,3/22/2020 13:36
12,0,West Virginia,US,0,3/22/2020 13:36
6,0,,,0,3/22/2020 13:36
0,20,,,0,3/22/2020 13:36
0,3,Ontario,Canada,5,3/22/2020 13:36
424,10,British Columbia,Canada,4,3/22/2020 13:36
226,1,Alberta,Canada,0,3/22/2020 13:36
181,5,Quebec,Canada,0,3/22/2020 13:36
44,0,Saskatchewan,Canada,0,3/22/2020 13:36
0,0,Nova Scotia,Canada,0,3/22/2020 13:36
19,0,Manitoba,Canada,0,3/22/2020 13:36
17,0,New Brunswick,Canada,0,3/22/2020 13:36
13,0,,,0,3/22/2020 13:36
6,0,Newfoundland and Labrador,Canada,0,3/22/2020 13:36
2,0,Prince Edward Island,Canada,0,3/22/2020 13:36
1,0,,,0,3/22/2020 13:36
0,1,,,0,3/22/2020 13:36
81054,3261,,China,72440,3/22/2020 13:36
53578,4825,,Italy,6072,3/22/2020 13:36
28603,1756,,Spain,2125,3/22/2020 13:36
23974,93,,Germany,266,3/22/2020 13:36
21638,1685,,Iran,7635,3/22/2020 13:36
14459,562,,France,1587,3/22/2020 13:36
8897,104,,South Korea,2909,3/22/2020 13:36
7230,85,,Switzerland,131,3/22/2020 13:36
5018,244,,UK,93,3/22/2020 13:36
4204,179,,Netherlands,2,3/22/2020 13:36
3401,75,Brussels,Belgium,263,3/22/2020 13:36
3302,16,,Austria,9,3/22/2020 13:36
2262,7,,Norway,6,3/22/2020 13:36
1931,21,,Sweden,16,3/22/2020 13:36
1600,14,,Portugal,5,3/22/2020 13:36
1395,13,,Denmark,1,3/22/2020 13:36
1353,7,,Australia,46,3/22/2020 13:36
1306,10,,Malaysia,139,3/22/2020 13:36
1209,18,,Brazil,2,3/22/2020 13:36
1086,36,,Japan,235,3/22/2020 13:36
1047,0,,Czechia,6,3/22/2020 13:36
947,21,,Turkey,0,3/22/2020 13:36
945,1,,Israel,37,3/22/2020 13:36
798,8,,Luxembourg,6,3/22/2020 13:36
785,3,,Ireland,5,3/22/2020 13:36
712,8,Yokohama,Japan,567,3/22/2020 13:36
646,3,,Pakistan,13,3/22/2020 13:36
632,1,,Chile,8,3/22/2020 13:36
626,1,,Finland,10,3/22/2020 13:36
624,15,,Greece,19,3/22/2020 13:36
599,1,,Thailand,44,3/22/2020 13:36
568,1,,Iceland,5,3/22/2020 13:36
563,7,,Poland,13,3/22/2020 13:36
532,7,,Ecuador,3,3/22/2020 13:36
514,48,,Indonesia,29,3/22/2020 13:36
511,0,,Saudi Arabia,17,3/22/2020 13:36
481,0,,Qatar,27,3/22/2020 13:36
455,2,,Singapore,144,3/22/2020 13:36
433,2,,Romania,64,3/22/2020 13:36
414,1,,Slovenia,0,3/22/2020 13:36
391,7,,India,24,3/22/2020 13:36
380,25,,Philippines,15,3/22/2020 13:36
367,1,,Russia,16,3/22/2020 13:36
332,2,,Bahrain,149,3/22/2020 13:36
326,0,,Estonia,4,3/22/2020 13:36
318,5,,Peru,1,3/22/2020 13:36
317,4,Hong Kong,Hong Kong,100,3/22/2020 13:36
294,10,,Egypt,42,3/22/2020 13:36
254,1,,Croatia,5,3/22/2020 13:36
251,2,,Mexico,4,3/22/2020 13:36
248,4,,Lebanon,8,3/22/2020 13:36
245,3,,Panama,1,3/22/2020 13:36
240,0,,South Africa,2,3/22/2020 13:36
233,20,,Iraq,57,3/22/2020 13:36
231,2,,Colombia,3,3/22/2020 13:36
225,4,,Argentina,27,3/22/2020 13:36
202,3,,Dominican Republic,0,3/22/2020 13:36
201,17,,Algeria,65,3/22/2020 13:36
190,0,,Armenia,2,3/22/2020 13:36
188,2,,Serbia,2,3/22/2020 13:36
188,0,,Kuwait,27,3/22/2020 13:36
185,3,,Bulgaria,3,3/22/2020 13:36
178,0,,Slovakia,7,3/22/2020 13:36
175,20,,San Marino,4,3/22/2020 13:36
169,2,Taiwan,Taiwan,28,3/22/2020 13:36
153,2,,United Arab Emirates,38,3/22/2020 13:36
139,0,,Latvia,1,3/22/2020 13:36
135,0,,Uruguay,0,3/22/2020 13:36
131,6,,Hungary,16,3/22/2020 13:36
129,1,,Lithuania,1,3/22/2020 13:36
117,2,,Costa Rica,2,3/22/2020 13:36
115,1,,North Macedonia,1,3/22/2020 13:36
115,0,,Faeroe Islands,3,3/22/2020 13:36
113,1,,Andorra,1,3/22/2020 13:36
113,0,,Vietnam,17,3/22/2020 13:36
109,3,,Morocco,3,3/22/2020 13:36
100,0,,Jordan,1,3/22/2020 13:36
