Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,9/01/2020 21:08,7408716,272632,4273011
,0,9/01/2020 21:08,6386909,204568,5018134
,0,9/01/2020 21:08,7188531,144088,5766687
,0,9/01/2020 21:08,3611313,208172,2086758
,0,9/01/2020 21:08,1264255,30104,1002396
,0,9/01/2020 21:08,28655,686,23584
,0,9/01/2020 21:08,721,15,651
,World,9/01/2020 21:08,25889100,860265,18171221
,US,9/01/2020 21:08,6256449,188869,3484458
,Brazil,9/01/2020 21:08,3952790,122681,3159096
,India,9/01/2020 21:08,3766108,66460,2898087
,Russia,9/01/2020 21:08,1000048,17299,815705
,Peru,9/01/2020 21:08,657129,29068,471599
,South Africa,9/01/2020 21:08,628259,14263,549993
,Colombia,9/01/2020 21:08,624069,20052,469557
,Mexico,9/01/2020 21:08,599560,64414,416738
,Spain,9/01/2020 21:08,470973,29152,0
,Argentina,9/01/2020 21:08,428239,8919,308376
,Chile,9/01/2020 21:08,413145,11321,385790
,Iran,9/01/2020 21:08,376894,21672,325124
,UK,9/01/2020 21:08,337168,41504,0
,Saudi Arabia,9/01/2020 21:08,316670,3929,291514
,Bangladesh,9/01/2020 21:08,314946,4316,208177
,Pakistan,9/01/2020 21:08,296149,6298,280970
,France,9/01/2020 21:08,286007,30661,86712
,Turkey,9/01/2020 21:08,271705,6417,245929
,Italy,9/01/2020 21:08,270189,35491,207944
,Germany,9/01/2020 21:08,246001,9381,221800
,Iraq,9/01/2020 21:08,238338,7123,180473
,Philippines,9/01/2020 21:08,224264,3597,158012
,Indonesia,9/01/2020 21:08,177571,7505,128057
,Canada,9/01/2020 21:08,129425,9132,114604
,Ukraine,9/01/2020 21:08,123303,2605,57802
,Qatar,9/01/2020 21:08,118994,198,115895
,Israel,9/01/2020 21:08,118538,957,96214
,Bolivia,9/01/2020 21:08,116598,5027,60408
,Ecuador,9/01/2020 21:08,114309,6571,101723
,Kazakhstan,9/01/2020 21:08,105872,1588,96899
,Egypt,9/01/2020 21:08,99115,5440,73828
,Dominican Republic,9/01/2020 21:08,94979,1738,68736
,Panama,9/01/2020 21:08,93552,2018,66974
,Romania,9/01/2020 21:08,88593,3681,38454
,Oman,9/01/2020 21:08,85928,689,81024
,Kuwait,9/01/2020 21:08,85811,534,77657
Brussels,Belgium,9/01/2020 21:08,85236,9895,18422
,Sweden,9/01/2020 21:08,84521,5813,0
,Guatemala,9/01/2020 21:08,74893,2778,62935
,Belarus,9/01/2020 21:08,71962,686,70606
,Netherlands,9/01/2020 21:08,71129,6230,0
,United Arab Emirates,9/01/2020 21:08,70805,384,61491
,Japan,9/01/2020 21:08,68392,1296,57823
,Poland,9/01/2020 21:08,67922,2058,47030
,Morocco,9/01/2020 21:08,63781,1184,48922
,Honduras,9/01/2020 21:08,61014,1873,10396
,Portugal,9/01/2020 21:08,58243,1824,42104
,Singapore,9/01/2020 21:08,56852,27,55749
,Nigeria,9/01/2020 21:08,54247,1023,42010
,Ethiopia,9/01/2020 21:08,53304,828,19487
,Bahrain,9/01/2020 21:08,52440,190,49395
,Venezuela,9/01/2020 21:08,46728,386,38112
,Algeria,9/01/2020 21:08,44833,1518,31493
,Ghana,9/01/2020 21:08,44298,276,42963
,Kyrgyzstan,9/01/2020 21:08,43958,1059,38649
,Armenia,9/01/2020 21:08,43878,881,38356
,Switzerland,9/01/2020 21:08,42393,2011,36300
,Costa Rica,9/01/2020 21:08,42184,443,16270
,Uzbekistan,9/01/2020 21:08,42127,323,39538
,Nepal,9/01/2020 21:08,40529,239,22178
,Afghanistan,9/01/2020 21:08,38196,1406,29231
,Moldova,9/01/2020 21:08,37208,1008,25872
,Azerbaijan,9/01/2020 21:08,36578,536,33977
,Kenya,9/01/2020 21:08,34315,577,20211
