Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
38,0,Nebraska,US,0,3/21/2020 20:45
37,0,Hawaii,US,0,3/21/2020 20:45
36,0,Idaho,US,0,3/21/2020 20:45
28,0,North Dakota,US,0,3/21/2020 20:45
27,0,Montana,US,0,3/21/2020 20:45
23,1,From Grand Princess,US,0,3/21/2020 20:45
23,0,Wyoming,US,0,3/21/2020 20:45
21,1,,,0,3/21/2020 20:45
15,0,,,0,3/21/2020 20:45
14,1,South Dakota,US,0,3/21/2020 20:45
14,0,Alaska,US,0,3/21/2020 20:45
11,0,West Virginia,US,0,3/21/2020 20:45
6,0,,,0,3/21/2020 20:45
1329,20,,,0,3/21/2020 20:45
424,10,British Columbia,Canada,4,3/21/2020 20:45
377,3,Ontario,Canada,5,3/21/2020 20:45
226,1,Alberta,Canada,0,3/21/2020 20:45
181,5,Quebec,Canada,0,3/21/2020 20:45
44,0,Saskatchewan,Canada,0,3/21/2020 20:45
21,0,Nova Scotia,Canada,0,3/21/2020 20:45
18,0,Manitoba,Canada,0,3/21/2020 20:45
17,0,New Brunswick,Canada,0,3/21/2020 20:45
12,0,,,0,3/21/2020 20:45
6,0,Newfoundland and Labrador,Canada,0,3/21/2020 20:45
2,0,Prince Edward Island,Canada,0,3/21/2020 20:45
1,0,,,0,3/21/2020 20:45
0,1,,,0,3/21/2020 20:45
81008,3255,,China,71740,3/21/2020 20:45
53578,4825,,Italy,6072,3/21/2020 20:45
25496,1378,,Spain,2125,3/21/2020 20:45
22364,84,,Germany,209,3/21/2020 20:45
20610,1556,,Iran,7635,3/21/2020 20:45
14459,562,,France,1587,3/21/2020 20:45
8799,102,,South Korea,2612,3/21/2020 20:45
6863,80,,Switzerland,131,3/21/2020 20:45
5018,233,,UK,93,3/21/2020 20:45
3631,136,,Netherlands,2,3/21/2020 20:45
2992,8,,Austria,9,3/21/2020 20:45
2815,67,Brussels,Belgium,263,3/21/2020 20:45
2164,7,,Norway,6,3/21/2020 20:45
1770,20,,Sweden,16,3/21/2020 20:45
1326,13,,Denmark,1,3/21/2020 20:45
1280,12,,Portugal,5,3/21/2020 20:45
1183,8,,Malaysia,114,3/21/2020 20:45
1178,18,,Brazil,2,3/21/2020 20:45
1072,7,,Australia,46,3/21/2020 20:45
1054,36,,Japan,215,3/21/2020 20:45
995,0,,Czechia,6,3/21/2020 20:45
947,21,,Turkey,0,3/21/2020 20:45
883,1,,Israel,36,3/21/2020 20:45
785,3,,Ireland,5,3/21/2020 20:45
712,8,Yokohama,Japan,567,3/21/2020 20:45
670,8,,Luxembourg,6,3/21/2020 20:45
645,3,,Pakistan,13,3/21/2020 20:45
537,1,,Chile,8,3/21/2020 20:45
536,5,,Poland,13,3/21/2020 20:45
532,7,,Ecuador,3,3/21/2020 20:45
530,13,,Greece,19,3/21/2020 20:45
523,1,,Finland,10,3/21/2020 20:45
481,0,,Qatar,27,3/21/2020 20:45
473,1,,Iceland,5,3/21/2020 20:45
450,38,,Indonesia,20,3/21/2020 20:45
432,2,,Singapore,140,3/21/2020 20:45
411,1,,Thailand,44,3/21/2020 20:45
392,0,,Saudi Arabia,16,3/21/2020 20:45
383,1,,Slovenia,0,3/21/2020 20:45
367,0,,Romania,52,3/21/2020 20:45
332,5,,India,23,3/21/2020 20:45
318,5,,Peru,1,3/21/2020 20:45
310,1,,Bahrain,125,3/21/2020 20:45
307,19,,Philippines,13,3/21/2020 20:45
306,1,,Russia,16,3/21/2020 20:45
306,0,,Estonia,2,3/21/2020 20:45
294,10,,Egypt,42,3/21/2020 20:45
273,4,Hong Kong,Hong Kong,98,3/21/2020 20:45
240,0,,South Africa,2,3/21/2020 20:45
230,4,,Lebanon,8,3/21/2020 20:45
214,17,,Iraq,51,3/21/2020 20:45
206,1,,Croatia,5,3/21/2020 20:45
203,2,,Mexico,4,3/21/2020 20:45
200,1,,Panama,1,3/21/2020 20:45
196,0,,Colombia,1,3/21/2020 20:45
178,0,,Slovakia,7,3/21/2020 20:45
176,0,,Kuwait,27,3/21/2020 20:45
171,1,,Serbia,2,3/21/2020 20:45
163,3,,Bulgaria,3,3/21/2020 20:45
160,20,,San Marino,4,3/21/2020 20:45
160,0,,Armenia,1,3/21/2020 20:45
158,4,,Argentina,3,3/21/2020 20:45
153,2,Taiwan,Taiwan,28,3/21/2020 20:45
153,2,,United Arab Emirates,38,3/21/2020 20:45
139,15,,Algeria,65,3/21/2020 20:45
124,0,,Latvia,1,3/21/2020 20:45
117,2,,Costa Rica,2,3/21/2020 20:45
112,3,,Dominican Republic,0,3/21/2020 20:45
110,0,,Uruguay,0,3/21/2020 20:45
103,4,,Hungary,7,3/21/2020 20:45
100,0,,Jordan,1,3/21/2020 20:45
99,1,,Lithuania,1,3/21/2020 20:45
96,3,,Morocco,3,3/21/2020 20:45
94,0,,Vietnam,17,3/21/2020 20:45
93,1,,Bosnia and Herzegovina,2,3/21/2020 20:45
92,0,,Faeroe Islands,3,3/21/2020 20:45
88,0,,Andorra,1,3/21/2020 20:45
85,0,,North Macedonia,1,3/21/2020 20:45
84,1,,Cyprus,3,3/21/2020 20:45
83,0,,Brunei,1,3/21/2020 20:45
80,1,,Moldova,1,3/21/2020 20:45
77,0,,Sri Lanka,3,3/21/2020 20:45
76,2,,Albania,2,3/21/2020 20:45
76,0,,Belarus,15,3/21/2020 20:45
73,0,,Malta,2,3/21/2020 20:45
70,0,,Venezuela,15,3/21/2020 20:45
64,3,,Burkina Faso,5,3/21/2020 20:45
60,1,,Tunisia,1,3/21/2020 20:45
56,1,,Guadeloupe,0,3/21/2020 20:45
56,0,,Senegal,5,3/21/2020 20:45
54,0,,Kazakhstan,0,3/21/2020 20:45
53,1,,Azerbaijan,11,3/21/2020 20:45
53,0,,Cambodia,2,3/21/2020 20:45
53,0,,Palestine,17,3/21/2020 20:45
52,0,,New Zealand,0,3/21/2020 20:45
52,0,,Oman,13,3/21/2020 20:45
49,0,,Georgia,1,3/21/2020 20:45
49,0,,Trinidad and Tobago,0,3/21/2020 20:45
47,3,,Ukraine,1,3/21/2020 20:45
47,0,,Reunion,0,3/21/2020 20:45
41,0,,Uzbekistan,0,3/21/2020 20:45
40,0,,Cameroon,2,3/21/2020 20:45
37,1,,Martinique,0,3/21/2020 20:45
37,0,,Liechtenstein,0,3/21/2020 20:45
32,0,,Channel Islands,0,3/21/2020 20:45
24,2,,Bangladesh,3,3/21/2020 20:45
24,0,,Afghanistan,1,3/21/2020 20:45
24,0,,Honduras,0,3/21/2020 20:45
23,1,,DRC,0,3/21/2020 20:45
22,0,,Nigeria,1,3/21/2020 20:45
21,1,,Cuba,0,3/21/2020 20:45
21,1,,Ghana,0,3/21/2020 20:45
21,0,,Puerto Rico,0,3/21/2020 20:45
19,1,,Jamaica,2,3/21/2020 20:45
19,0,,Bolivia,0,3/21/2020 20:45
18,1,,Guyana,0,3/21/2020 20:45
18,1,,Paraguay,0,3/21/2020 20:45
18,0,Macau,Macau,10,3/21/2020 20:45
18,0,,Monaco,1,3/21/2020 20:45
18,0,,French Guiana,0,3/21/2020 20:45
17,1,,Guatemala,0,3/21/2020 20:45
17,0,,Rwanda,0,3/21/2020 20:45
16,0,,Montenegro,0,3/21/2020 20:45
16,0,,Togo,0,3/21/2020 20:45
15,0,,French Polynesia,0,3/21/2020 20:45
15,0,,Guam,0,3/21/2020 20:45
14,1,,Mauritius,0,3/21/2020 20:45
14,0,,Barbados,0,3/21/2020 20:45
14,0,,Ivory Coast,1,3/21/2020 20:45
14,0,,Kyrgyzstan,0,3/21/2020 20:45
13,0,,Maldives,3,3/21/2020 20:45
11,0,,Mayotte,0,3/21/2020 20:45
10,0,,Gibraltar,2,3/21/2020 20:45
10,0,,Mongolia,0,3/21/2020 20:45
9,0,,Ethiopia,0,3/21/2020 20:45
7,0,,Kenya,0,3/21/2020 20:45
7,0,,Seychelles,0,3/21/2020 20:45
6,0,,Equatorial Guinea,0,3/21/2020 20:45
6,0,,Tanzania,0,3/21/2020 20:45
6,0,,U.S. Virgin Islands,0,3/21/2020 20:45
5,1,,Gabon,0,3/21/2020 20:45
5,0,,Aruba,1,3/21/2020 20:45
5,0,,Saint Martin,0,3/21/2020 20:45
5,0,,Suriname,0,3/21/2020 20:45
4,0,,Bahamas,0,3/21/2020 20:45
4,0,,New Caledonia,0,3/21/2020 20:45
3,1,,Cayman Islands,0,3/21/2020 20:45
3,1,,Curacao,0,3/21/2020 20:45
3,0,,Cabo Verde,0,3/21/2020 20:45
3,0,,CAR,0,3/21/2020 20:45
3,0,,Congo,0,3/21/2020 20:45
3,0,,El Salvador,0,3/21/2020 20:45
3,0,,Liberia,0,3/21/2020 20:45
3,0,,Madagascar,0,3/21/2020 20:45
3,0,,Namibia,0,3/21/2020 20:45
3,0,,St. Barth,0,3/21/2020 20:45
3,0,,Zimbabwe,0,3/21/2020 20:45
2,1,,Sudan,0,3/21/2020 20:45
2,0,,Angola,0,3/21/2020 20:45
2,0,,Benin,0,3/21/2020 20:45
2,0,,Bermuda,0,3/21/2020 20:45
2,0,,Bhutan,0,3/21/2020 20:45
2,0,,Fiji,0,3/21/2020 20:45
2,0,,Greenland,0,3/21/2020 20:45
2,0,,Guinea,0,3/21/2020 20:45
2,0,,Haiti,0,3/21/2020 20:45
2,0,,Isle of Man,0,3/21/2020 20:45
2,0,,Mauritania,0,3/21/2020 20:45
2,0,,Nicaragua,0,3/21/2020 20:45
2,0,,Saint Lucia,0,3/21/2020 20:45
2,0,,Zambia,0,3/21/2020 20:45
1,0,,Nepal,1,3/21/2020 20:45
1,0,,Antigua and Barbuda,0,3/21/2020 20:45
1,0,,Chad,0,3/21/2020 20:45
1,0,,Djibouti,0,3/21/2020 20:45
1,0,,Eritrea,0,3/21/2020 20:45
1,0,,Gambia,0,3/21/2020 20:45
1,0,,Vatican City,0,3/21/2020 20:45
1,0,,Montserrat,0,3/21/2020 20:45
1,0,,Niger,0,3/21/2020 20:45
1,0,,Papua New Guinea,0,3/21/2020 20:45
1,0,,St. Vincent Grenadines,0,3/21/2020 20:45
1,0,,Sint Maarten,0,3/21/2020 20:45
1,0,,Somalia,0,3/21/2020 20:45
1,0,,Eswatini,0,3/21/2020 20:45
1,0,,Timor-Leste,0,3/21/2020 20:45
1,0,,Uganda,0,3/21/2020 20:45
