Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,7/10/2020 09:25,3775511,182259,1732671
,0,7/10/2020 09:25,2736465,100468,1813243
,0,7/10/2020 09:25,2813690,67067,1935369
,0,7/10/2020 09:25,2541410,195715,1489974
,0,7/10/2020 09:25,545831,12506,266457
,0,7/10/2020 09:25,11021,128,9180
,0,7/10/2020 09:25,721,15,651
,World,7/10/2020 09:25,12424649,558158,7247545
,US,7/10/2020 09:25,3220559,135828,1426607
,Brazil,7/10/2020 09:25,1762263,69316,1185596
,India,7/10/2020 09:25,798141,21654,497198
,Russia,7/10/2020 09:25,713936,11017,489068
,Peru,7/10/2020 09:25,316448,11314,207802
,Chile,7/10/2020 09:25,306216,6682,274922
,Spain,7/10/2020 09:25,300136,28401,0
,UK,7/10/2020 09:25,287621,44602,0
,Mexico,7/10/2020 09:25,282283,33526,172230
,Iran,7/10/2020 09:25,252720,12447,215015
,Pakistan,7/10/2020 09:25,243599,5058,149092
,Italy,7/10/2020 09:25,242363,34926,193978
,South Africa,7/10/2020 09:25,238339,3720,113061
,Saudi Arabia,7/10/2020 09:25,223327,2100,161096
,Turkey,7/10/2020 09:25,209962,5300,190390
,Germany,7/10/2020 09:25,199216,9125,183600
,Bangladesh,7/10/2020 09:25,178443,2275,86406
,France,7/10/2020 09:25,170094,29979,78170
,Colombia,7/10/2020 09:25,133973,4714,56272
,Canada,7/10/2020 09:25,106805,8749,70574
,Qatar,7/10/2020 09:25,102630,146,98233
,Argentina,7/10/2020 09:25,90693,1720,38313
,Egypt,7/10/2020 09:25,79254,3617,22753
,Sweden,7/10/2020 09:25,74333,5500,0
,Indonesia,7/10/2020 09:25,72347,3469,33529
,Iraq,7/10/2020 09:25,69612,2882,39502
,Belarus,7/10/2020 09:25,64604,454,54254
,Ecuador,7/10/2020 09:25,64221,4900,29184
Brussels,Belgium,7/10/2020 09:25,62357,9781,17179
,Kazakhstan,7/10/2020 09:25,54747,264,35137
,Oman,7/10/2020 09:25,53614,244,34225
,Kuwait,7/10/2020 09:25,53580,383,43214
,United Arab Emirates,7/10/2020 09:25,53577,328,43570
,Philippines,7/10/2020 09:25,52914,1360,13230
,Ukraine,7/10/2020 09:25,52043,1345,24800
,Netherlands,7/10/2020 09:25,50798,6137,0
,Singapore,7/10/2020 09:25,45614,26,41645
,Portugal,7/10/2020 09:25,45277,1644,30049
,Bolivia,7/10/2020 09:25,44113,1638,13354
,Panama,7/10/2020 09:25,42216,839,20437
,Dominican Republic,7/10/2020 09:25,40790,842,20426
,Poland,7/10/2020 09:25,37216,1562,26048
,Israel,7/10/2020 09:25,35631,350,18542
,Afghanistan,7/10/2020 09:25,34194,971,20882
,Switzerland,7/10/2020 09:25,32690,1966,29400
,Bahrain,7/10/2020 09:25,31528,103,26520
,Romania,7/10/2020 09:25,31381,1847,21129
,Armenia,7/10/2020 09:25,30903,546,18709
,Nigeria,7/10/2020 09:25,30748,689,12546
,Guatemala,7/10/2020 09:25,26658,1092,3797
,Honduras,7/10/2020 09:25,26384,704,2779
,Ireland,7/10/2020 09:25,25565,1743,23364
,Ghana,7/10/2020 09:25,23463,129,18622
,Azerbaijan,7/10/2020 09:25,22464,284,13591
,Japan,7/10/2020 09:25,20371,981,17466
,Austria,7/10/2020 09:25,18709,706,16808
,Moldova,7/10/2020 09:25,18666,627,12188
,Algeria,7/10/2020 09:25,17808,988,12637
,Serbia,7/10/2020 09:25,17342,352,13651
,Nepal,7/10/2020 09:25,16649,35,8011
,Morocco,7/10/2020 09:25,15194,243,11705
,Cameroon,7/10/2020 09:25,14916,359,11525
,South Korea,7/10/2020 09:25,13338,288,12065
,Denmark,7/10/2020 09:25,12946,609,12077
,Czechia,7/10/2020 09:25,12919,352,8128
,Uzbekistan,7/10/2020 09:25,11857,53,7335
,Ivory Coast,7/10/2020 09:25,11750,79,5752
,Sudan,7/10/2020 09:25,10158,641,5200
,Australia,7/10/2020 09:25,9359,106,7576
,Kyrgyzstan,7/10/2020 09:25,9358,122,3134
,El Salvador,7/10/2020 09:25,9142,249,5428
,Kenya,7/10/2020 09:25,8975,173,2657
,Norway,7/10/2020 09:25,8965,252,8138
,Malaysia,7/10/2020 09:25,8696,121,8511
,Venezuela,7/10/2020 09:25,8372,80,2544
,DRC,7/10/2020 09:25,7905,189,3513
,Senegal,7/10/2020 09:25,7882,145,5311
,North Macedonia,7/10/2020 09:25,7572,362,3624
,Finland,7/10/2020 09:25,7279,329,6800
,Ethiopia,7/10/2020 09:25,6973,120,2430
,Bulgaria,7/10/2020 09:25,6672,262,3229
,Haiti,7/10/2020 09:25,6486,123,2181
,Costa Rica,7/10/2020 09:25,6485,25,2023
,Tajikistan,7/10/2020 09:25,6410,54,5067
,Bosnia and Herzegovina,7/10/2020 09:25,6086,214,2815
,Guinea,7/10/2020 09:25,5881,36,4672
,Gabon,7/10/2020 09:25,5871,46,2682
,French Guiana,7/10/2020 09:25,5558,22,2555
,Palestine,7/10/2020 09:25,5551,27,536
,Mauritania,7/10/2020 09:25,5126,144,2026
,Djibouti,7/10/2020 09:25,4955,56,4671
,Luxembourg,7/10/2020 09:25,4719,110,4056
,Hungary,7/10/2020 09:25,4223,593,2941
,CAR,7/10/2020 09:25,4200,52,1142
,Madagascar,7/10/2020 09:25,4143,34,2183
,Greece,7/10/2020 09:25,3672,193,1374
,Croatia,7/10/2020 09:25,3416,115,2323
,Albania,7/10/2020 09:25,3278,85,1875
,Thailand,7/10/2020 09:25,3202,58,3087
,Equatorial Guinea,7/10/2020 09:25,3071,51,842
,Somalia,7/10/2020 09:25,3038,92,1209
,Nicaragua,7/10/2020 09:25,2846,91,1993
,Mayotte,7/10/2020 09:25,2702,37,2480
,Paraguay,7/10/2020 09:25,2638,20,1229
,Maldives,7/10/2020 09:25,2553,13,2227
,Sri Lanka,7/10/2020 09:25,2437,11,1980
,Cuba,7/10/2020 09:25,2403,86,2244
,Mali,7/10/2020 09:25,2370,120,1621
,South Sudan,7/10/2020 09:25,2021,38,333
,Estonia,7/10/2020 09:25,2013,69,1894
,Lebanon,7/10/2020 09:25,2011,36,1368
,Malawi,7/10/2020 09:25,1984,25,369
,Zambia,7/10/2020 09:25,1895,42,1348
,Iceland,7/10/2020 09:25,1882,10,1854
,Slovakia,7/10/2020 09:25,1870,28,1481
,Lithuania,7/10/2020 09:25,1861,79,1569
,Congo,7/10/2020 09:25,1821,47,525
,Slovenia,7/10/2020 09:25,1793,111,1429
,Guinea-Bissau,7/10/2020 09:25,1790,25,760
,Sierra Leone,7/10/2020 09:25,1598,63,1123
,Cabo Verde,7/10/2020 09:25,1552,18,730
,New Zealand,7/10/2020 09:25,1542,22,1497
Hong Kong,Hong Kong,7/10/2020 09:25,1404,7,1187
,Yemen,7/10/2020 09:25,1356,361,619
,Libya,7/10/2020 09:25,1342,38,307
,Benin,7/10/2020 09:25,1285,23,333
,Tunisia,7/10/2020 09:25,1231,50,1055
,Eswatini,7/10/2020 09:25,1213,17,609
,Rwanda,7/10/2020 09:25,1210,3,623
,Jordan,7/10/2020 09:25,1169,10,982
,Latvia,7/10/2020 09:25,1165,30,1019
,Niger,7/10/2020 09:25,1097,68,976
,Mozambique,7/10/2020 09:25,1092,9,340
,Montenegro,7/10/2020 09:25,1019,19,320
,Cyprus,7/10/2020 09:25,1010,19,839
,Uganda,7/10/2020 09:25,1006,0,938
,Burkina Faso,7/10/2020 09:25,1005,53,862
,Uruguay,7/10/2020 09:25,977,29,878
,Georgia,7/10/2020 09:25,973,15,846
,Liberia,7/10/2020 09:25,957,42,398
,Zimbabwe,7/10/2020 09:25,926,12,306
,Chad,7/10/2020 09:25,873,74,788
,Andorra,7/10/2020 09:25,855,52,802
,Jamaica,7/10/2020 09:25,753,10,603
,Sao Tome and Principe,7/10/2020 09:25,726,14,283
Yokohama,Japan,7/10/2020 09:25,712,13,651
,Togo,7/10/2020 09:25,704,15,483
,San Marino,7/10/2020 09:25,699,42,656
,Suriname,7/10/2020 09:25,694,17,456
,Malta,7/10/2020 09:25,674,9,658
,Namibia,7/10/2020 09:25,615,0,25
,Channel Islands,7/10/2020 09:25,577,47,512
,Reunion,7/10/2020 09:25,566,3,472
,Tanzania,7/10/2020 09:25,509,21,183
Taiwan,Taiwan,7/10/2020 09:25,451,7,438
,Angola,7/10/2020 09:25,396,22,117
,Syria,7/10/2020 09:25,394,16,126
,Vietnam,7/10/2020 09:25,369,0,347
,Mauritius,7/10/2020 09:25,342,10,330
,Isle of Man,7/10/2020 09:25,336,24,312
,Myanmar,7/10/2020 09:25,321,6,254
,Comoros,7/10/2020 09:25,314,7,272
,Botswana,7/10/2020 09:25,314,1,31
,Guyana,7/10/2020 09:25,286,16,125
,Martinique,7/10/2020 09:25,249,14,98
,Eritrea,7/10/2020 09:25,232,0,107
,Mongolia,7/10/2020 09:25,227,0,197
,Cayman Islands,7/10/2020 09:25,201,1,197
,Burundi,7/10/2020 09:25,191,1,118
,Faeroe Islands,7/10/2020 09:25,188,0,188
,Guadeloupe,7/10/2020 09:25,184,14,157
,Gibraltar,7/10/2020 09:25,180,0,176
,Bermuda,7/10/2020 09:25,149,9,137
,Brunei,7/10/2020 09:25,141,3,138
,Cambodia,7/10/2020 09:25,141,0,131
,Lesotho,7/10/2020 09:25,134,1,20
,Trinidad and Tobago,7/10/2020 09:25,133,8,120
,Monaco,7/10/2020 09:25,108,4,96
,Bahamas,7/10/2020 09:25,107,11,89
,Aruba,7/10/2020 09:25,105,3,98
,Barbados,7/10/2020 09:25,98,7,90
,Seychelles,7/10/2020 09:25,94,0,11
,Liechtenstein,7/10/2020 09:25,84,1,81
,Bhutan,7/10/2020 09:25,80,0,55
,Sint Maarten,7/10/2020 09:25,78,15,63
,Antigua and Barbuda,7/10/2020 09:25,73,3,57
,Turks and Caicos,7/10/2020 09:25,66,2,11
,Gambia,7/10/2020 09:25,64,3,34
,French Polynesia,7/10/2020 09:25,62,0,60
Macau,Macau,7/10/2020 09:25,46,0,45
,Saint Martin,7/10/2020 09:25,43,3,37
,Belize,7/10/2020 09:25,33,2,20
,St. Vincent Grenadines,7/10/2020 09:25,29,0,29
,Fiji,7/10/2020 09:25,26,0,18
,Curacao,7/10/2020 09:25,25,1,24
,Timor-Leste,7/10/2020 09:25,24,0,24
,Grenada,7/10/2020 09:25,23,0,23
,Saint Lucia,7/10/2020 09:25,22,0,19
,New Caledonia,7/10/2020 09:25,21,0,21
,Laos,7/10/2020 09:25,19,0,19
,Dominica,7/10/2020 09:25,18,0,18
,Saint Kitts and Nevis,7/10/2020 09:25,16,0,15
,Falkland Islands,7/10/2020 09:25,13,0,13
,Greenland,7/10/2020 09:25,13,0,13
,Vatican City,7/10/2020 09:25,12,0,12
,Montserrat,7/10/2020 09:25,11,1,10
,Papua New Guinea,7/10/2020 09:25,11,0,8
,Western Sahara,7/10/2020 09:25,10,1,8
,MS Zaandam,7/10/2020 09:25,9,2,0
,British Virgin Islands,7/10/2020 09:25,8,1,7
,Caribbean Netherlands,7/10/2020 09:25,7,0,7
,St. Barth,7/10/2020 09:25,6,0,6
,Anguilla,7/10/2020 09:25,3,0,3
,Saint Pierre Miquelon,7/10/2020 09:25,1,0,1
,China,7/10/2020 09:25,83585,4634,78609
