Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,World,4/06/2020 23:51,1346566,74697,278695
,US,4/06/2020 23:51,367004,10871,19671
,Spain,4/06/2020 23:51,136675,13341,40437
,Italy,4/06/2020 23:51,132547,16523,22837
,Germany,4/06/2020 23:51,103375,1810,28700
,France,4/06/2020 23:51,98010,8911,17250
,Iran,4/06/2020 23:51,60500,3739,24236
,UK,4/06/2020 23:51,51608,5373,135
,Turkey,4/06/2020 23:51,30217,649,1326
,Switzerland,4/06/2020 23:51,21657,765,8056
Brussels,Belgium,4/06/2020 23:51,20814,1632,3986
,Netherlands,4/06/2020 23:51,18803,1867,250
,Canada,4/06/2020 23:51,16667,323,3616
,Austria,4/06/2020 23:51,12297,220,3463
,Brazil,4/06/2020 23:51,12232,566,127
,Portugal,4/06/2020 23:51,11730,311,140
,South Korea,4/06/2020 23:51,10331,192,6694
,Israel,4/06/2020 23:51,8904,57,585
,Sweden,4/06/2020 23:51,7206,477,205
,Russia,4/06/2020 23:51,6343,47,406
,Australia,4/06/2020 23:51,5895,45,2432
,Norway,4/06/2020 23:51,5865,76,32
,Ireland,4/06/2020 23:51,5364,174,25
,Czechia,4/06/2020 23:51,4822,78,121
,Chile,4/06/2020 23:51,4815,37,728
,India,4/06/2020 23:51,4778,136,375
,Denmark,4/06/2020 23:51,4681,187,1378
,Poland,4/06/2020 23:51,4413,107,162
,Romania,4/06/2020 23:51,4057,176,406
,Japan,4/06/2020 23:51,3906,92,592
,Malaysia,4/06/2020 23:51,3793,62,1241
,Pakistan,4/06/2020 23:51,3766,53,259
,Ecuador,4/06/2020 23:51,3747,191,100
,Philippines,4/06/2020 23:51,3660,163,73
,Luxembourg,4/06/2020 23:51,2843,41,500
,Saudi Arabia,4/06/2020 23:51,2605,38,551
,Peru,4/06/2020 23:51,2561,92,997
,Indonesia,4/06/2020 23:51,2491,209,192
,Mexico,4/06/2020 23:51,2439,125,633
,Thailand,4/06/2020 23:51,2220,26,793
,Serbia,4/06/2020 23:51,2200,58,118
,Finland,4/06/2020 23:51,2176,27,300
,Panama,4/06/2020 23:51,2100,55,14
,United Arab Emirates,4/06/2020 23:51,2076,11,167
,Qatar,4/06/2020 23:51,1832,4,131
,Dominican Republic,4/06/2020 23:51,1828,86,33
,Greece,4/06/2020 23:51,1755,79,269
,South Africa,4/06/2020 23:51,1686,12,95
,Argentina,4/06/2020 23:51,1628,53,325
,Colombia,4/06/2020 23:51,1579,46,88
,Iceland,4/06/2020 23:51,1562,6,460
,Algeria,4/06/2020 23:51,1423,173,90
,Singapore,4/06/2020 23:51,1375,6,344
,Egypt,4/06/2020 23:51,1322,85,259
,Ukraine,4/06/2020 23:51,1319,38,28
,Croatia,4/06/2020 23:51,1222,16,130
,New Zealand,4/06/2020 23:51,1160,1,241
,Morocco,4/06/2020 23:51,1120,80,81
,Estonia,4/06/2020 23:51,1108,19,62
,Iraq,4/06/2020 23:51,1031,64,344
,Slovenia,4/06/2020 23:51,1021,30,102
,Moldova,4/06/2020 23:51,965,19,37
Hong Kong,Hong Kong,4/06/2020 23:51,915,4,216
,Lithuania,4/06/2020 23:51,843,15,8
,Armenia,4/06/2020 23:51,833,8,62
,Bahrain,4/06/2020 23:51,756,4,458
,Hungary,4/06/2020 23:51,744,38,67
Yokohama,Japan,4/06/2020 23:51,712,11,619
,Belarus,4/06/2020 23:51,700,13,53
,Bosnia and Herzegovina,4/06/2020 23:51,674,29,47
,Kuwait,4/06/2020 23:51,665,1,103
,Kazakhstan,4/06/2020 23:51,662,6,46
,Cameroon,4/06/2020 23:51,658,9,17
,Azerbaijan,4/06/2020 23:51,641,7,44
,Tunisia,4/06/2020 23:51,596,22,5
,North Macedonia,4/06/2020 23:51,570,23,30
,Bulgaria,4/06/2020 23:51,549,22,39
,Latvia,4/06/2020 23:51,542,1,16
,Lebanon,4/06/2020 23:51,541,19,60
,Slovakia,4/06/2020 23:51,534,2,8
,Andorra,4/06/2020 23:51,525,21,31
,Costa Rica,4/06/2020 23:51,467,2,18
,Cyprus,4/06/2020 23:51,465,9,45
