Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
0,0,,,0,3/22/2020 13:46
0,0,New York,US,0,3/22/2020 13:46
1793,94,WA,US,1,3/22/2020 13:46
0,28,California,US,6,3/22/2020 13:46
1327,16,New Jersey,US,1,3/22/2020 13:46
0,20,Louisiana,US,0,3/22/2020 13:46
0,13,Florida,US,0,3/22/2020 13:46
809,8,Michigan,US,0,3/22/2020 13:46
753,6,Illinois,US,2,3/22/2020 13:46
0,20,Georgia,US,0,3/22/2020 13:46
0,5,Texas,US,0,3/22/2020 13:46
529,2,Massachusetts,US,1,3/22/2020 13:46
0,0,Pennsylvania,US,0,3/22/2020 13:46
476,6,Colorado,US,0,3/22/2020 13:46
0,1,Tennessee,US,0,3/22/2020 13:46
0,0,North Carolina,US,0,3/22/2020 13:46
282,4,Wisconsin,US,1,3/22/2020 13:46
250,3,Ohio,US,0,3/22/2020 13:46
0,3,Maryland,US,3,3/22/2020 13:46
223,5,Connecticut,US,0,3/22/2020 13:46
0,1,Mississippi,US,0,3/22/2020 13:46
0,4,Indiana,US,0,3/22/2020 13:46
174,3,South Carolina,US,0,3/22/2020 13:46
0,3,Virginia,US,0,3/22/2020 13:46
0,1,Minnesota,US,0,3/22/2020 13:46
157,2,Nevada,US,0,3/22/2020 13:46
0,0,Alabama,US,0,3/22/2020 13:46
137,4,Oregon,US,0,3/22/2020 13:46
136,0,Utah,US,0,3/22/2020 13:46
122,0,Arkansas,US,0,3/22/2020 13:46
104,1,Arizona,US,1,3/22/2020 13:46
0,1,Washington DC,US,0,3/22/2020 13:46
0,3,Kentucky,US,1,3/22/2020 13:46
86,3,Missouri,US,0,3/22/2020 13:46
70,0,Iowa,US,0,3/22/2020 13:46
70,0,Maine,US,0,3/22/2020 13:46
66,0,Rhode Island,US,0,3/22/2020 13:46
65,0,New Hampshire,US,0,3/22/2020 13:46
0,2,Kansas,US,0,3/22/2020 13:46
57,0,New Mexico,US,0,3/22/2020 13:46
53,1,Oklahoma,US,0,3/22/2020 13:46
51,0,Nebraska,US,0,3/22/2020 13:46
49,0,From Diamond Princess cruise,US,0,3/22/2020 13:46
49,2,Vermont,US,0,3/22/2020 13:46
48,0,Hawaii,US,0,3/22/2020 13:46
0,0,Delaware,US,0,3/22/2020 13:46
42,0,Idaho,US,0,3/22/2020 13:46
0,0,Montana,US,0,3/22/2020 13:46
30,1,From Grand Princess,US,0,3/22/2020 13:46
28,0,North Dakota,US,0,3/22/2020 13:46
0,0,,,0,3/22/2020 13:46
24,0,Wyoming,US,0,3/22/2020 13:46
0,1,,,0,3/22/2020 13:46
21,0,Alaska,US,0,3/22/2020 13:46
14,1,South Dakota,US,0,3/22/2020 13:46
12,0,West Virginia,US,0,3/22/2020 13:46
6,0,,,0,3/22/2020 13:46
0,20,,,0,3/22/2020 13:46
0,3,Ontario,Canada,5,3/22/2020 13:46
424,10,British Columbia,Canada,4,3/22/2020 13:46
226,1,Alberta,Canada,0,3/22/2020 13:46
181,5,Quebec,Canada,0,3/22/2020 13:46
44,0,Saskatchewan,Canada,0,3/22/2020 13:46
0,0,Nova Scotia,Canada,0,3/22/2020 13:46
19,0,Manitoba,Canada,0,3/22/2020 13:46
17,0,New Brunswick,Canada,0,3/22/2020 13:46
13,0,,,0,3/22/2020 13:46
6,0,Newfoundland and Labrador,Canada,0,3/22/2020 13:46
2,0,Prince Edward Island,Canada,0,3/22/2020 13:46
1,0,,,0,3/22/2020 13:46
0,1,,,0,3/22/2020 13:46
81054,3261,,China,72440,3/22/2020 13:46
53578,4825,,Italy,6072,3/22/2020 13:46
28603,1756,,Spain,2125,3/22/2020 13:46
23974,93,,Germany,266,3/22/2020 13:46
21638,1685,,Iran,7635,3/22/2020 13:46
14459,562,,France,1587,3/22/2020 13:46
8897,104,,South Korea,2909,3/22/2020 13:46
7230,85,,Switzerland,131,3/22/2020 13:46
5018,244,,UK,93,3/22/2020 13:46
4204,179,,Netherlands,2,3/22/2020 13:46
3401,75,Brussels,Belgium,263,3/22/2020 13:46
3302,16,,Austria,9,3/22/2020 13:46
2262,7,,Norway,6,3/22/2020 13:46
1931,21,,Sweden,16,3/22/2020 13:46
1600,14,,Portugal,5,3/22/2020 13:46
1395,13,,Denmark,1,3/22/2020 13:46
1353,7,,Australia,46,3/22/2020 13:46
1306,10,,Malaysia,139,3/22/2020 13:46
1209,18,,Brazil,2,3/22/2020 13:46
1086,36,,Japan,235,3/22/2020 13:46
1047,0,,Czechia,6,3/22/2020 13:46
947,21,,Turkey,0,3/22/2020 13:46
945,1,,Israel,37,3/22/2020 13:46
798,8,,Luxembourg,6,3/22/2020 13:46
789,14,,Ecuador,3,3/22/2020 13:46
785,3,,Ireland,5,3/22/2020 13:46
712,8,Yokohama,Japan,567,3/22/2020 13:46
646,3,,Pakistan,13,3/22/2020 13:46
632,1,,Chile,8,3/22/2020 13:46
626,1,,Finland,10,3/22/2020 13:46
624,15,,Greece,19,3/22/2020 13:46
599,1,,Thailand,44,3/22/2020 13:46
568,1,,Iceland,5,3/22/2020 13:46
563,7,,Poland,13,3/22/2020 13:46
514,48,,Indonesia,29,3/22/2020 13:46
511,0,,Saudi Arabia,17,3/22/2020 13:46
481,0,,Qatar,27,3/22/2020 13:46
455,2,,Singapore,144,3/22/2020 13:46
433,2,,Romania,64,3/22/2020 13:46
414,2,,Slovenia,0,3/22/2020 13:46
391,7,,India,24,3/22/2020 13:46
380,25,,Philippines,15,3/22/2020 13:46
367,1,,Russia,16,3/22/2020 13:46
332,2,,Bahrain,149,3/22/2020 13:46
326,0,,Estonia,4,3/22/2020 13:46
318,5,,Peru,1,3/22/2020 13:46
317,4,Hong Kong,Hong Kong,100,3/22/2020 13:46
294,10,,Egypt,42,3/22/2020 13:46
254,1,,Croatia,5,3/22/2020 13:46
251,2,,Mexico,4,3/22/2020 13:46
248,4,,Lebanon,8,3/22/2020 13:46
245,3,,Panama,1,3/22/2020 13:46
240,0,,South Africa,2,3/22/2020 13:46
233,20,,Iraq,57,3/22/2020 13:46
231,2,,Colombia,3,3/22/2020 13:46
225,4,,Argentina,27,3/22/2020 13:46
202,3,,Dominican Republic,0,3/22/2020 13:46
201,17,,Algeria,65,3/22/2020 13:46
190,0,,Armenia,2,3/22/2020 13:46
188,2,,Serbia,2,3/22/2020 13:46
188,0,,Kuwait,27,3/22/2020 13:46
185,3,,Bulgaria,3,3/22/2020 13:46
178,0,,Slovakia,7,3/22/2020 13:46
175,20,,San Marino,4,3/22/2020 13:46
169,2,Taiwan,Taiwan,28,3/22/2020 13:46
153,2,,United Arab Emirates,38,3/22/2020 13:46
139,0,,Latvia,1,3/22/2020 13:46
135,0,,Uruguay,0,3/22/2020 13:46
131,6,,Hungary,16,3/22/2020 13:46
129,1,,Lithuania,1,3/22/2020 13:46
117,2,,Costa Rica,2,3/22/2020 13:46
115,1,,North Macedonia,1,3/22/2020 13:46
115,0,,Faeroe Islands,3,3/22/2020 13:46
113,1,,Andorra,1,3/22/2020 13:46
113,0,,Vietnam,17,3/22/2020 13:46
109,3,,Morocco,3,3/22/2020 13:46
100,0,,Jordan,1,3/22/2020 13:46
95,1,,Cyprus,3,3/22/2020 13:46
94,1,,Bosnia and Herzegovina,2,3/22/2020 13:46
94,1,,Moldova,1,3/22/2020 13:46
90,0,,Malta,2,3/22/2020 13:46
89,2,,Albania,2,3/22/2020 13:46
88,0,,Brunei,2,3/22/2020 13:46
84,0,,Cambodia,2,3/22/2020 13:46
82,0,,Sri Lanka,3,3/22/2020 13:46
76,0,,Belarus,15,3/22/2020 13:46
75,4,,Burkina Faso,5,3/22/2020 13:46
75,3,,Tunisia,1,3/22/2020 13:46
70,0,,Venezuela,15,3/22/2020 13:46
66,0,,New Zealand,0,3/22/2020 13:46
65,1,,Azerbaijan,11,3/22/2020 13:46
59,0,,Kazakhstan,0,3/22/2020 13:46
59,0,,Palestine,17,3/22/2020 13:46
56,1,,Guadeloupe,0,3/22/2020 13:46
56,0,,Senegal,5,3/22/2020 13:46
55,0,,Oman,17,3/22/2020 13:46
54,0,,Georgia,1,3/22/2020 13:46
50,0,,Trinidad and Tobago,0,3/22/2020 13:46
47,3,,Ukraine,1,3/22/2020 13:46
47,0,,Reunion,1,3/22/2020 13:46
43,0,,Uzbekistan,0,3/22/2020 13:46
40,0,,Cameroon,2,3/22/2020 13:46
37,1,,Martinique,0,3/22/2020 13:46
37,0,,Liechtenstein,0,3/22/2020 13:46
34,1,,Afghanistan,1,3/22/2020 13:46
32,0,,Channel Islands,0,3/22/2020 13:46
30,1,,DRC,0,3/22/2020 13:46
27,2,,Bangladesh,3,3/22/2020 13:46
27,1,,Guam,0,3/22/2020 13:46
27,0,,Nigeria,2,3/22/2020 13:46
26,0,,Honduras,0,3/22/2020 13:46
24,2,,Mauritius,0,3/22/2020 13:46
24,0,,Bolivia,0,3/22/2020 13:46
23,1,,Puerto Rico,0,3/22/2020 13:46
22,1,,Paraguay,0,3/22/2020 13:46
22,0,Macau,Macau,10,3/22/2020 13:46
21,1,,Cuba,0,3/22/2020 13:46
21,1,,Ghana,0,3/22/2020 13:46
19,1,,Jamaica,2,3/22/2020 13:46
18,1,,Guyana,0,3/22/2020 13:46
18,0,,Monaco,1,3/22/2020 13:46
18,0,,French Guiana,0,3/22/2020 13:46
17,1,,Guatemala,0,3/22/2020 13:46
17,0,,Rwanda,0,3/22/2020 13:46
16,0,,Montenegro,0,3/22/2020 13:46
16,0,,Togo,0,3/22/2020 13:46
15,0,,French Polynesia,0,3/22/2020 13:46
15,0,,Gibraltar,2,3/22/2020 13:46
15,0,,Kenya,0,3/22/2020 13:46
14,0,,Barbados,0,3/22/2020 13:46
14,0,,Ivory Coast,1,3/22/2020 13:46
14,0,,Kyrgyzstan,0,3/22/2020 13:46
13,0,,Maldives,3,3/22/2020 13:46
12,0,,Tanzania,0,3/22/2020 13:46
11,0,,Ethiopia,0,3/22/2020 13:46
11,0,,Mayotte,0,3/22/2020 13:46
10,0,,Mongolia,0,3/22/2020 13:46
8,0,,Aruba,1,3/22/2020 13:46
