Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,5/27/2020 19:51,1950993,118246,606283
,0,5/27/2020 19:51,716073,35323,287484
,0,5/27/2020 19:51,1950083,170631,931561
,0,5/27/2020 19:51,1026155,28681,604001
,0,5/27/2020 19:51,126452,3710,52528
,0,5/27/2020 19:51,8747,124,8129
,0,5/27/2020 19:51,721,15,651
,World,5/27/2020 19:51,5779224,356730,2490637
,US,5/27/2020 19:51,1744182,102008,486112
,Brazil,5/27/2020 19:51,411821,25598,166647
,Russia,5/27/2020 19:51,370680,3968,142208
,Spain,5/27/2020 19:51,283849,27118,196958
,UK,5/27/2020 19:51,267240,37460,0
,Italy,5/27/2020 19:51,231139,33072,147101
,France,5/27/2020 19:51,182913,28596,66584
,Germany,5/27/2020 19:51,181895,8533,162800
,Turkey,5/27/2020 19:51,159797,4431,122793
,India,5/27/2020 19:51,158086,4534,67749
,Iran,5/27/2020 19:51,141591,7564,111176
,Peru,5/27/2020 19:51,135905,3983,56169
,Canada,5/27/2020 19:51,87510,6764,46142
,Chile,5/27/2020 19:51,82289,841,33540
,Saudi Arabia,5/27/2020 19:51,78541,425,51022
,Mexico,5/27/2020 19:51,74560,8134,52219
,Pakistan,5/27/2020 19:51,59151,1225,19142
Brussels,Belgium,5/27/2020 19:51,57592,9364,15465
,Qatar,5/27/2020 19:51,48947,30,13283
,Netherlands,5/27/2020 19:51,45768,5871,0
,Belarus,5/27/2020 19:51,38956,214,15923
,Bangladesh,5/27/2020 19:51,38292,544,7925
,Ecuador,5/27/2020 19:51,38103,3275,18425
,Sweden,5/27/2020 19:51,35088,4220,4971
,Singapore,5/27/2020 19:51,32876,23,17276
,United Arab Emirates,5/27/2020 19:51,31969,255,16371
,Portugal,5/27/2020 19:51,31292,1356,18349
,Switzerland,5/27/2020 19:51,30776,1917,28300
,South Africa,5/27/2020 19:51,25937,552,13451
,Ireland,5/27/2020 19:51,24803,1631,22089
,Colombia,5/27/2020 19:51,24104,803,6111
