Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
22714,286,,,0,3/21/2020 14:51
10356,56,New York,US,0,3/21/2020 14:51
1524,83,WA,US,1,3/21/2020 14:51
1327,16,New Jersey,US,1,3/21/2020 14:51
1268,24,California,US,6,3/21/2020 14:51
659,12,Florida,US,0,3/21/2020 14:51
585,5,Illinois,US,2,3/21/2020 14:51
585,16,Louisiana,US,0,3/21/2020 14:51
554,4,Michigan,US,0,3/21/2020 14:51
507,14,Georgia,US,0,3/21/2020 14:51
473,5,Texas,US,0,3/21/2020 14:51
413,1,Massachusetts,US,1,3/21/2020 14:51
387,2,Pennsylvania,US,0,3/21/2020 14:51
363,4,Colorado,US,0,3/21/2020 14:51
300,1,Tennessee,US,0,3/21/2020 14:51
241,0,North Carolina,US,0,3/21/2020 14:51
220,4,Wisconsin,US,1,3/21/2020 14:51
194,4,Connecticut,US,0,3/21/2020 14:51
190,2,Maryland,US,3,3/21/2020 14:51
174,3,Ohio,US,0,3/21/2020 14:51
161,2,Nevada,US,0,3/21/2020 14:51
152,2,Virginia,US,0,3/21/2020 14:51
140,1,Mississippi,US,0,3/21/2020 14:51
138,1,Minnesota,US,0,3/21/2020 14:51
127,3,Indiana,US,0,3/21/2020 14:51
126,3,South Carolina,US,0,3/21/2020 14:51
124,0,Alabama,US,0,3/21/2020 14:51
114,4,Oregon,US,0,3/21/2020 14:51
112,0,Utah,US,0,3/21/2020 14:51
108,1,Arizona,US,1,3/21/2020 14:51
100,0,Arkansas,US,0,3/21/2020 14:51
77,1,Washington DC,US,0,3/21/2020 14:51
74,3,Missouri,US,0,3/21/2020 14:51
65,0,Iowa,US,0,3/21/2020 14:51
64,2,Kentucky,US,1,3/21/2020 14:51
56,0,Maine,US,0,3/21/2020 14:51
55,0,New Hampshire,US,0,3/21/2020 14:51
54,0,Rhode Island,US,0,3/21/2020 14:51
53,1,Oklahoma,US,0,3/21/2020 14:51
50,1,Kansas,US,0,3/21/2020 14:51
49,0,From Diamond Princess cruise,US,0,3/21/2020 14:51
43,0,New Mexico,US,0,3/21/2020 14:51
39,0,Delaware,US,0,3/21/2020 14:51
38,0,Nebraska,US,0,3/21/2020 14:51
37,0,Hawaii,US,0,3/21/2020 14:51
36,0,Idaho,US,0,3/21/2020 14:51
29,2,Vermont,US,0,3/21/2020 14:51
26,0,North Dakota,US,0,3/21/2020 14:51
23,1,From Grand Princess,US,0,3/21/2020 14:51
22,0,Wyoming,US,0,3/21/2020 14:51
21,0,Montana,US,0,3/21/2020 14:51
21,1,,,0,3/21/2020 14:51
15,0,,,0,3/21/2020 14:51
14,1,South Dakota,US,0,3/21/2020 14:51
14,0,Alaska,US,0,3/21/2020 14:51
8,0,West Virginia,US,0,3/21/2020 14:51
6,0,,,0,3/21/2020 14:51
1147,14,,,0,3/21/2020 14:51
377,2,Ontario,Canada,5,3/21/2020 14:51
348,9,British Columbia,Canada,4,3/21/2020 14:51
195,1,Alberta,Canada,0,3/21/2020 14:51
139,1,Quebec,Canada,0,3/21/2020 14:51
26,0,Saskatchewan,Canada,0,3/21/2020 14:51
18,0,Manitoba,Canada,0,3/21/2020 14:51
15,0,Nova Scotia,Canada,0,3/21/2020 14:51
12,0,,,0,3/21/2020 14:51
11,0,New Brunswick,Canada,0,3/21/2020 14:51
4,0,Newfoundland and Labrador,Canada,0,3/21/2020 14:51
2,0,Prince Edward Island,Canada,0,3/21/2020 14:51
0,1,,,0,3/21/2020 14:51
81008,3255,,China,71740,3/21/2020 14:51
53578,4825,,Italy,6072,3/21/2020 14:51
25374,1378,,Spain,2125,3/21/2020 14:51
21854,77,,Germany,209,3/21/2020 14:51
20610,1556,,Iran,7635,3/21/2020 14:51
12612,450,,France,1587,3/21/2020 14:51
8799,102,,South Korea,2612,3/21/2020 14:51
6373,74,,Switzerland,15,3/21/2020 14:51
4094,233,,UK,65,3/21/2020 14:51
3631,136,,Netherlands,2,3/21/2020 14:51
2847,8,,Austria,9,3/21/2020 14:51
2815,67,Brussels,Belgium,263,3/21/2020 14:51
2119,7,,Norway,1,3/21/2020 14:51
1764,20,,Sweden,16,3/21/2020 14:51
1326,13,,Denmark,1,3/21/2020 14:51
1280,12,,Portugal,5,3/21/2020 14:51
1183,8,,Malaysia,114,3/21/2020 14:51
1072,7,,Australia,46,3/21/2020 14:51
1021,18,,Brazil,2,3/21/2020 14:51
1007,35,,Japan,215,3/21/2020 14:51
925,0,,Czechia,6,3/21/2020 14:51
883,1,,Israel,36,3/21/2020 14:51
720,3,,Pakistan,13,3/21/2020 14:51
712,8,Yokohama,Japan,567,3/21/2020 14:51
683,3,,Ireland,5,3/21/2020 14:51
670,9,,Turkey,0,3/21/2020 14:51
670,8,,Luxembourg,6,3/21/2020 14:51
537,0,,Chile,8,3/21/2020 14:51
530,13,,Greece,19,3/21/2020 14:51
