Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,4/13/2020 03:15,598888,23509,42296
,0,4/13/2020 03:15,881168,76781,225557
,0,4/13/2020 03:15,299172,11013,146841
,0,4/13/2020 03:15,50784,2097,5681
,0,4/13/2020 03:15,7789,66,3885
,0,4/13/2020 03:15,15082,791,2922
,0,4/13/2020 03:15,721,13,619
,World,4/13/2020 03:15,1853604,114270,427801
,US,4/13/2020 03:15,560433,22115,32634
,Spain,4/13/2020 03:15,166831,17209,62391
,Italy,4/13/2020 03:15,156363,19899,34211
,France,4/13/2020 03:15,132591,14393,27186
,Germany,4/13/2020 03:15,127854,3022,64300
,UK,4/13/2020 03:15,84279,10612,0
,Iran,4/13/2020 03:15,71686,4474,43894
,Turkey,4/13/2020 03:15,56956,1198,3446
Brussels,Belgium,4/13/2020 03:15,29647,3600,6463
,Netherlands,4/13/2020 03:15,25587,2737,250
,Switzerland,4/13/2020 03:15,25415,1106,12700
,Canada,4/13/2020 03:15,24383,717,7172
,Brazil,4/13/2020 03:15,22318,1230,173
,Portugal,4/13/2020 03:15,16585,504,277
,Russia,4/13/2020 03:15,15770,130,1291
,Austria,4/13/2020 03:15,13945,350,6987
,Israel,4/13/2020 03:15,11145,103,1627
,South Korea,4/13/2020 03:15,10537,217,7447
,Sweden,4/13/2020 03:15,10483,899,381
,Ireland,4/13/2020 03:15,9655,334,25
,India,4/13/2020 03:15,9240,331,1096
,Peru,4/13/2020 03:15,7519,193,1798
,Ecuador,4/13/2020 03:15,7466,333,501
,Japan,4/13/2020 03:15,7370,123,784
,Chile,4/13/2020 03:15,7213,80,2059
,Poland,4/13/2020 03:15,6674,232,439
,Norway,4/13/2020 03:15,6525,128,32
,Australia,4/13/2020 03:15,6351,61,3338
,Romania,4/13/2020 03:15,6300,316,852
,Denmark,4/13/2020 03:15,6174,273,2123
,Czechia,4/13/2020 03:15,5991,138,464
,Pakistan,4/13/2020 03:15,5374,93,1095
,Malaysia,4/13/2020 03:15,4683,76,2108
,Mexico,4/13/2020 03:15,4661,296,1843
,Philippines,4/13/2020 03:15,4648,297,197
,Saudi Arabia,4/13/2020 03:15,4462,59,761
,Indonesia,4/13/2020 03:15,4241,373,359
,United Arab Emirates,4/13/2020 03:15,4123,22,680
,Serbia,4/13/2020 03:15,3630,80,400
,Panama,4/13/2020 03:15,3400,87,29
,Luxembourg,4/13/2020 03:15,3281,66,500
,Qatar,4/13/2020 03:15,2979,7,275
,Finland,4/13/2020 03:15,2974,56,300
,Dominican Republic,4/13/2020 03:15,2967,173,131
,Ukraine,4/13/2020 03:15,2777,83,89
,Colombia,4/13/2020 03:15,2776,109,270
,Thailand,4/13/2020 03:15,2579,40,1288
,Belarus,4/13/2020 03:15,2578,26,203
,Singapore,4/13/2020 03:15,2532,8,560
,Argentina,4/13/2020 03:15,2208,95,468
,South Africa,4/13/2020 03:15,2173,25,410
,Greece,4/13/2020 03:15,2114,98,269
,Egypt,4/13/2020 03:15,2065,159,589
,Algeria,4/13/2020 03:15,1914,293,591
,Iceland,4/13/2020 03:15,1701,8,889
,Moldova,4/13/2020 03:15,1662,31,94
,Morocco,4/13/2020 03:15,1661,118,177
,Croatia,4/13/2020 03:15,1600,23,373
,Hungary,4/13/2020 03:15,1458,109,120
,Iraq,4/13/2020 03:15,1352,76,640
,New Zealand,4/13/2020 03:15,1349,5,546
,Estonia,4/13/2020 03:15,1309,25,98
,Kuwait,4/13/2020 03:15,1234,1,142
,Slovenia,4/13/2020 03:15,1205,53,150
,Bahrain,4/13/2020 03:15,1136,6,558
