Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,World,4/08/2020 10:00,1447847,83409,309178
,US,4/08/2020 10:00,400549,12857,21711
,Spain,4/08/2020 10:00,146690,14555,48021
,Italy,4/08/2020 10:00,135586,17127,24392
,France,4/08/2020 10:00,109069,10328,19337
,Germany,4/08/2020 10:00,107663,2016,36081
,Iran,4/08/2020 10:00,64586,3993,27039
,UK,4/08/2020 10:00,55242,6159,135
,Turkey,4/08/2020 10:00,34109,725,1582
Brussels,Belgium,4/08/2020 10:00,23403,2240,4681
,Switzerland,4/08/2020 10:00,22789,858,8704
,Netherlands,4/08/2020 10:00,20549,2248,250
,Canada,4/08/2020 10:00,17897,381,4028
,Brazil,4/08/2020 10:00,14152,699,127
,Portugal,4/08/2020 10:00,13141,380,196
,Austria,4/08/2020 10:00,12824,273,4512
,South Korea,4/08/2020 10:00,10384,200,6776
,Israel,4/08/2020 10:00,9404,72,801
,Russia,4/08/2020 10:00,8672,63,580
,Sweden,4/08/2020 10:00,8419,687,205
,Norway,4/08/2020 10:00,6086,93,32
,Australia,4/08/2020 10:00,6013,50,2813
,Ireland,4/08/2020 10:00,5709,210,25
,India,4/08/2020 10:00,5480,164,468
,Denmark,4/08/2020 10:00,5386,218,1621
,Chile,4/08/2020 10:00,5116,43,898
,Czechia,4/08/2020 10:00,5033,91,181
,Poland,4/08/2020 10:00,5000,136,222
,Romania,4/08/2020 10:00,4761,210,528
,Japan,4/08/2020 10:00,4257,93,622
,Malaysia,4/08/2020 10:00,4119,65,1487
,Pakistan,4/08/2020 10:00,4072,58,467
,Ecuador,4/08/2020 10:00,3995,220,140
,Philippines,4/08/2020 10:00,3870,182,96
,Luxembourg,4/08/2020 10:00,2970,44,500
,Indonesia,4/08/2020 10:00,2956,240,222
,Peru,4/08/2020 10:00,2954,107,1301
,Saudi Arabia,4/08/2020 10:00,2932,41,615
,Mexico,4/08/2020 10:00,2785,141,633
,Finland,4/08/2020 10:00,2487,40,300
,Serbia,4/08/2020 10:00,2447,61,118
,Thailand,4/08/2020 10:00,2369,30,888
,United Arab Emirates,4/08/2020 10:00,2359,12,186
,Panama,4/08/2020 10:00,2249,59,16
,Qatar,4/08/2020 10:00,2210,6,178
,Dominican Republic,4/08/2020 10:00,1956,98,36
,Greece,4/08/2020 10:00,1832,81,269
,Colombia,4/08/2020 10:00,1780,50,100
,South Africa,4/08/2020 10:00,1749,13,95
,Argentina,4/08/2020 10:00,1715,60,338
,Ukraine,4/08/2020 10:00,1668,52,35
,Singapore,4/08/2020 10:00,1623,6,406
,Iceland,4/08/2020 10:00,1586,6,559
,Algeria,4/08/2020 10:00,1468,193,113
,Egypt,4/08/2020 10:00,1450,94,276
