Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
2815,67,Brussels,Belgium,263,3/21/2020 17:55
2150,7,,Norway,6,3/21/2020 17:55
1764,20,,Sweden,16,3/21/2020 17:55
1326,13,,Denmark,1,3/21/2020 17:55
1280,12,,Portugal,5,3/21/2020 17:55
1183,8,,Malaysia,114,3/21/2020 17:55
1128,18,,Brazil,2,3/21/2020 17:55
1072,7,,Australia,46,3/21/2020 17:55
1046,36,,Japan,215,3/21/2020 17:55
995,0,,Czechia,6,3/21/2020 17:55
947,21,,Turkey,0,3/21/2020 17:55
883,1,,Israel,36,3/21/2020 17:55
785,3,,Ireland,5,3/21/2020 17:55
734,3,,Pakistan,13,3/21/2020 17:55
712,8,Yokohama,Japan,567,3/21/2020 17:55
670,8,,Luxembourg,6,3/21/2020 17:55
537,1,,Chile,8,3/21/2020 17:55
536,5,,Poland,13,3/21/2020 17:55
530,13,,Greece,19,3/21/2020 17:55
523,1,,Finland,10,3/21/2020 17:55
506,7,,Ecuador,3,3/21/2020 17:55
481,0,,Qatar,27,3/21/2020 17:55
473,1,,Iceland,5,3/21/2020 17:55
450,38,,Indonesia,20,3/21/2020 17:55
432,2,,Singapore,140,3/21/2020 17:55
411,1,,Thailand,44,3/21/2020 17:55
392,0,,Saudi Arabia,16,3/21/2020 17:55
383,1,,Slovenia,0,3/21/2020 17:55
367,0,,Romania,52,3/21/2020 17:55
332,5,,India,23,3/21/2020 17:55
318,5,,Peru,1,3/21/2020 17:55
310,1,,Bahrain,125,3/21/2020 17:55
307,19,,Philippines,13,3/21/2020 17:55
306,1,,Russia,16,3/21/2020 17:55
306,0,,Estonia,2,3/21/2020 17:55
294,10,,Egypt,42,3/21/2020 17:55
273,4,Hong Kong,Hong Kong,98,3/21/2020 17:55
240,0,,South Africa,2,3/21/2020 17:55
230,4,,Lebanon,8,3/21/2020 17:55
214,17,,Iraq,51,3/21/2020 17:55
206,1,,Croatia,5,3/21/2020 17:55
203,2,,Mexico,4,3/21/2020 17:55
200,1,,Panama,1,3/21/2020 17:55
196,0,,Colombia,1,3/21/2020 17:55
178,0,,Slovakia,7,3/21/2020 17:55
176,0,,Kuwait,27,3/21/2020 17:55
171,1,,Serbia,2,3/21/2020 17:55
163,3,,Bulgaria,3,3/21/2020 17:55
160,20,,San Marino,4,3/21/2020 17:55
160,0,,Armenia,1,3/21/2020 17:55
158,4,,Argentina,3,3/21/2020 17:55
153,2,Taiwan,Taiwan,28,3/21/2020 17:55
153,2,,United Arab Emirates,38,3/21/2020 17:55
139,15,,Algeria,65,3/21/2020 17:55
126,0,,Uruguay,0,3/21/2020 17:55
124,0,,Latvia,1,3/21/2020 17:55
117,2,,Costa Rica,2,3/21/2020 17:55
112,3,,Dominican Republic,0,3/21/2020 17:55
103,4,,Hungary,7,3/21/2020 17:55
99,1,,Lithuania,1,3/21/2020 17:55
99,0,,Jordan,1,3/21/2020 17:55
96,3,,Morocco,3,3/21/2020 17:55
94,0,,Vietnam,17,3/21/2020 17:55
93,1,,Bosnia and Herzegovina,2,3/21/2020 17:55
92,0,,Faeroe Islands,3,3/21/2020 17:55
88,0,,Andorra,1,3/21/2020 17:55
85,0,,North Macedonia,1,3/21/2020 17:55
84,0,,Cyprus,0,3/21/2020 17:55
83,0,,Brunei,1,3/21/2020 17:55
80,1,,Moldova,1,3/21/2020 17:55
77,0,,Sri Lanka,3,3/21/2020 17:55
76,2,,Albania,2,3/21/2020 17:55
76,0,,Belarus,15,3/21/2020 17:55
73,0,,Malta,2,3/21/2020 17:55
70,0,,Venezuela,15,3/21/2020 17:55
64,3,,Burkina Faso,5,3/21/2020 17:55
60,1,,Tunisia,1,3/21/2020 17:55
56,0,,Senegal,5,3/21/2020 17:55
54,0,,Kazakhstan,0,3/21/2020 17:55
53,1,,Azerbaijan,11,3/21/2020 17:55
53,0,,Cambodia,2,3/21/2020 17:55
52,0,,New Zealand,0,3/21/2020 17:55
52,0,,Oman,13,3/21/2020 17:55
52,0,,Palestine,17,3/21/2020 17:55
51,1,,Guadeloupe,0,3/21/2020 17:55
49,0,,Georgia,1,3/21/2020 17:55
49,0,,Trinidad and Tobago,0,3/21/2020 17:55
47,3,,Ukraine,1,3/21/2020 17:55
45,0,,Reunion,0,3/21/2020 17:55
41,0,,Uzbekistan,0,3/21/2020 17:55
37,0,,Liechtenstein,0,3/21/2020 17:55
32,1,,Martinique,0,3/21/2020 17:55
32,0,,Channel Islands,0,3/21/2020 17:55
27,0,,Cameroon,2,3/21/2020 17:55
24,2,,Bangladesh,3,3/21/2020 17:55
24,0,,Afghanistan,1,3/21/2020 17:55
24,0,,Honduras,0,3/21/2020 17:55
23,0,,DRC,0,3/21/2020 17:55
22,0,,Nigeria,1,3/21/2020 17:55
21,1,,Cuba,0,3/21/2020 17:55
21,0,,Puerto Rico,0,3/21/2020 17:55
19,1,,Ghana,0,3/21/2020 17:55
19,1,,Jamaica,2,3/21/2020 17:55
19,0,,Bolivia,0,3/21/2020 17:55
18,1,,Paraguay,0,3/21/2020 17:55
18,0,Macau,Macau,10,3/21/2020 17:55
18,0,,Monaco,1,3/21/2020 17:55
18,0,,French Guiana,0,3/21/2020 17:55
17,1,,Guatemala,0,3/21/2020 17:55
17,0,,Rwanda,0,3/21/2020 17:55
16,0,,Montenegro,0,3/21/2020 17:55
16,0,,Togo,0,3/21/2020 17:55
15,0,,French Polynesia,0,3/21/2020 17:55
15,0,,Guam,0,3/21/2020 17:55
14,1,,Mauritius,0,3/21/2020 17:55
14,0,,Ivory Coast,1,3/21/2020 17:55
14,0,,Kyrgyzstan,0,3/21/2020 17:55
13,0,,Maldives,3,3/21/2020 17:55
10,0,,Gibraltar,2,3/21/2020 17:55
10,0,,Mongolia,0,3/21/2020 17:55
9,0,,Ethiopia,0,3/21/2020 17:55
7,0,,Kenya,0,3/21/2020 17:55
7,0,,Mayotte,0,3/21/2020 17:55
7,0,,Seychelles,0,3/21/2020 17:55
6,0,,Barbados,0,3/21/2020 17:55
6,0,,Equatorial Guinea,0,3/21/2020 17:55
6,0,,Tanzania,0,3/21/2020 17:55
6,0,,U.S. Virgin Islands,0,3/21/2020 17:55
5,1,,Gabon,0,3/21/2020 17:55
5,1,,Guyana,0,3/21/2020 17:55
5,0,,Aruba,1,3/21/2020 17:55
5,0,,Suriname,0,3/21/2020 17:55
4,0,,Bahamas,0,3/21/2020 17:55
4,0,,New Caledonia,0,3/21/2020 17:55
4,0,,Saint Martin,0,3/21/2020 17:55
3,1,,Cayman Islands,0,3/21/2020 17:55
3,1,,Curacao,0,3/21/2020 17:55
3,0,,Cabo Verde,0,3/21/2020 17:55
3,0,,CAR,0,3/21/2020 17:55
3,0,,Congo,0,3/21/2020 17:55
3,0,,El Salvador,0,3/21/2020 17:55
3,0,,Liberia,0,3/21/2020 17:55
3,0,,Madagascar,0,3/21/2020 17:55
3,0,,Namibia,0,3/21/2020 17:55
3,0,,St. Barth,0,3/21/2020 17:55
3,0,,Zimbabwe,0,3/21/2020 17:55
2,1,,Sudan,0,3/21/2020 17:55
2,0,,Angola,0,3/21/2020 17:55
2,0,,Benin,0,3/21/2020 17:55
2,0,,Bermuda,0,3/21/2020 17:55
2,0,,Bhutan,0,3/21/2020 17:55
2,0,,Fiji,0,3/21/2020 17:55
2,0,,Greenland,0,3/21/2020 17:55
2,0,,Guinea,0,3/21/2020 17:55
2,0,,Haiti,0,3/21/2020 17:55
2,0,,Isle of Man,0,3/21/2020 17:55
2,0,,Mauritania,0,3/21/2020 17:55
2,0,,Nicaragua,0,3/21/2020 17:55
2,0,,Saint Lucia,0,3/21/2020 17:55
2,0,,Zambia,0,3/21/2020 17:55
1,0,,Nepal,1,3/21/2020 17:55
1,0,,Antigua and Barbuda,0,3/21/2020 17:55
1,0,,Chad,0,3/21/2020 17:55
1,0,,Djibouti,0,3/21/2020 17:55
1,0,,Eritrea,0,3/21/2020 17:55
1,0,,Gambia,0,3/21/2020 17:55
1,0,,Vatican City,0,3/21/2020 17:55
1,0,,Montserrat,0,3/21/2020 17:55
1,0,,Niger,0,3/21/2020 17:55
1,0,,Papua New Guinea,0,3/21/2020 17:55
1,0,,St. Vincent Grenadines,0,3/21/2020 17:55
1,0,,Sint Maarten,0,3/21/2020 17:55
1,0,,Somalia,0,3/21/2020 17:55
1,0,,Eswatini,0,3/21/2020 17:55
1,0,,Timor-Leste,0,3/21/2020 17:55
