Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
,0,8/01/2020 20:14,5585613,220410,2880546
,0,8/01/2020 20:14,4175953,145251,2831512
,0,8/01/2020 20:14,4374093,98077,3237620
,0,8/01/2020 20:14,2885567,203598,1741948
,0,8/01/2020 20:14,947102,20011,605050
,0,8/01/2020 20:14,19046,226,11856
,0,8/01/2020 20:14,721,15,651
,World,8/01/2020 20:14,17988095,687588,11309183
,US,8/01/2020 20:14,4762337,157808,2355695
,Brazil,8/01/2020 20:14,2707877,93563,1884051
,India,8/01/2020 20:14,1751919,37403,1146879
,Russia,8/01/2020 20:14,845443,14058,646524
,South Africa,8/01/2020 20:14,503290,8153,342461
,Mexico,8/01/2020 20:14,424637,46688,278618
,Peru,8/01/2020 20:14,414735,19217,287127
,Chile,8/01/2020 20:14,357658,9533,330507
,Spain,8/01/2020 20:14,335602,28445,0
,Iran,8/01/2020 20:14,306752,16982,265830
,Colombia,8/01/2020 20:14,306181,10330,160708
,UK,8/01/2020 20:14,303952,46193,0
,Pakistan,8/01/2020 20:14,278305,5951,247177
,Saudi Arabia,8/01/2020 20:14,277478,2887,237548
,Italy,8/01/2020 20:14,247832,35146,200229
,Bangladesh,8/01/2020 20:14,239860,3132,136253
,Turkey,8/01/2020 20:14,231869,5710,215516
,Germany,8/01/2020 20:14,211077,9226,193600
,Argentina,8/01/2020 20:14,191302,3558,86499
,France,8/01/2020 20:14,187919,30265,81500
,Iraq,8/01/2020 20:14,126704,4805,89275
,Canada,8/01/2020 20:14,116599,8941,101436
,Qatar,8/01/2020 20:14,110911,174,107578
,Indonesia,8/01/2020 20:14,109936,5193,67919
,Philippines,8/01/2020 20:14,98232,2039,65265
,Egypt,8/01/2020 20:14,94316,4834,41137
,Kazakhstan,8/01/2020 20:14,90367,793,60825
,Ecuador,8/01/2020 20:14,86232,5736,36213
,Sweden,8/01/2020 20:14,80422,5743,0
,Oman,8/01/2020 20:14,79159,421,61421
,Bolivia,8/01/2020 20:14,76789,2977,23582
,Israel,8/01/2020 20:14,72218,526,45102
,Dominican Republic,8/01/2020 20:14,71415,1170,37509
,Ukraine,8/01/2020 20:14,71056,1709,39308
Brussels,Belgium,8/01/2020 20:14,68751,9841,17546
,Belarus,8/01/2020 20:14,67946,563,62686
,Kuwait,8/01/2020 20:14,67448,453,58525
,Panama,8/01/2020 20:14,65256,1421,39166
,United Arab Emirates,8/01/2020 20:14,60760,351,54255
,Netherlands,8/01/2020 20:14,54732,6148,0
,Singapore,8/01/2020 20:14,52512,27,46740
,Romania,8/01/2020 20:14,52111,2379,27346
,Portugal,8/01/2020 20:14,51310,1737,36783
,Guatemala,8/01/2020 20:14,50979,1959,37873
,Poland,8/01/2020 20:14,46346,1721,34374
,Nigeria,8/01/2020 20:14,43537,883,20087
,Honduras,8/01/2020 20:14,42014,1337,5554
,Bahrain,8/01/2020 20:14,41190,147,38211
,Armenia,8/01/2020 20:14,38841,749,29557
,Afghanistan,8/01/2020 20:14,36710,1283,25509
,Kyrgyzstan,8/01/2020 20:14,36299,1397,26419
,Japan,8/01/2020 20:14,35836,1011,25506
,Ghana,8/01/2020 20:14,35501,182,32096
,Switzerland,8/01/2020 20:14,35412,1981,31300
,Azerbaijan,8/01/2020 20:14,32157,454,26474
,Algeria,8/01/2020 20:14,30950,1223,20988
,Ireland,8/01/2020 20:14,26109,1763,23364
,Serbia,8/01/2020 20:14,25882,582,14047
,Moldova,8/01/2020 20:14,25113,788,17571
,Morocco,8/01/2020 20:14,25015,367,17960
,Uzbekistan,8/01/2020 20:14,24783,147,15299
,Kenya,8/01/2020 20:14,21363,364,8419
,Austria,8/01/2020 20:14,21212,718,18911
,Nepal,8/01/2020 20:14,20086,56,14492
,Venezuela,8/01/2020 20:14,18574,164,10421
,Costa Rica,8/01/2020 20:14,18187,154,4531
,Ethiopia,8/01/2020 20:14,17999,284,7195
,Australia,8/01/2020 20:14,17282,201,10202
,Cameroon,8/01/2020 20:14,17255,391,15320
,El Salvador,8/01/2020 20:14,17050,459,8495
,Czechia,8/01/2020 20:14,16699,383,11587
,Ivory Coast,8/01/2020 20:14,16109,102,11750
,South Korea,8/01/2020 20:14,14336,301,13233
,Denmark,8/01/2020 20:14,13789,615,12578
,Palestine,8/01/2020 20:14,12160,83,5324
,Bosnia and Herzegovina,8/01/2020 20:14,11876,339,5959
,Bulgaria,8/01/2020 20:14,11836,385,6396
,Sudan,8/01/2020 20:14,11738,752,6137
,Madagascar,8/01/2020 20:14,11273,107,8109
,North Macedonia,8/01/2020 20:14,10891,493,6698
,Senegal,8/01/2020 20:14,10284,209,6822
,Norway,8/01/2020 20:14,9253,255,8752
,DRC,8/01/2020 20:14,9084,215,7030
,Malaysia,8/01/2020 20:14,8985,125,8647
,French Guiana,8/01/2020 20:14,7857,43,6531
,Gabon,8/01/2020 20:14,7531,50,5223
,Tajikistan,8/01/2020 20:14,7451,60,6233
,Finland,8/01/2020 20:14,7443,329,6950
,Haiti,8/01/2020 20:14,7424,161,4606
,Guinea,8/01/2020 20:14,7308,46,6458
,Luxembourg,8/01/2020 20:14,6793,116,5192
,Mauritania,8/01/2020 20:14,6319,157,5043
,Zambia,8/01/2020 20:14,6228,165,4130
,Albania,8/01/2020 20:14,5396,161,2961
,Paraguay,8/01/2020 20:14,5338,49,3548
,Croatia,8/01/2020 20:14,5224,145,4341
,Djibouti,8/01/2020 20:14,5084,58,4999
,Equatorial Guinea,8/01/2020 20:14,4821,83,2182
,Lebanon,8/01/2020 20:14,4730,61,1761
,CAR,8/01/2020 20:14,4614,59,1635
,Greece,8/01/2020 20:14,4587,206,1374
,Hungary,8/01/2020 20:14,4526,597,3364
,Malawi,8/01/2020 20:14,4186,120,1914
,Maldives,8/01/2020 20:14,3949,17,2613
,Nicaragua,8/01/2020 20:14,3672,116,2492
,Zimbabwe,8/01/2020 20:14,3659,69,1011
,Libya,8/01/2020 20:14,3621,74,618
Hong Kong,Hong Kong,8/01/2020 20:14,3398,33,1858
,Thailand,8/01/2020 20:14,3312,58,3135
,Somalia,8/01/2020 20:14,3212,93,1562
,Congo,8/01/2020 20:14,3200,54,829
,Montenegro,8/01/2020 20:14,3198,50,1293
,Mayotte,8/01/2020 20:14,2962,39,2721
,Sri Lanka,8/01/2020 20:14,2815,11,2439
,Eswatini,8/01/2020 20:14,2706,43,1214
,Cuba,8/01/2020 20:14,2633,87,2367
,Mali,8/01/2020 20:14,2535,124,1937
,Cabo Verde,8/01/2020 20:14,2480,24,1837
,South Sudan,8/01/2020 20:14,2352,46,1175
,Slovakia,8/01/2020 20:14,2337,29,1742
,Namibia,8/01/2020 20:14,2224,11,171
,Slovenia,8/01/2020 20:14,2171,119,1821
,Lithuania,8/01/2020 20:14,2093,80,1644
,Estonia,8/01/2020 20:14,2072,69,1934
,Rwanda,8/01/2020 20:14,2042,5,1119
,Guinea-Bissau,8/01/2020 20:14,1981,26,803
,Iceland,8/01/2020 20:14,1893,10,1825
,Mozambique,8/01/2020 20:14,1864,12,645
,Sierra Leone,8/01/2020 20:14,1823,67,1362
,Benin,8/01/2020 20:14,1805,36,1036
,Yemen,8/01/2020 20:14,1730,494,862
,Suriname,8/01/2020 20:14,1706,26,1123
,New Zealand,8/01/2020 20:14,1562,22,1518
,Tunisia,8/01/2020 20:14,1552,51,1217
,Uruguay,8/01/2020 20:14,1278,35,1004
,Latvia,8/01/2020 20:14,1238,32,1052
,Jordan,8/01/2020 20:14,1208,11,1094
,Liberia,8/01/2020 20:14,1189,75,673
,Uganda,8/01/2020 20:14,1176,4,1045
,Georgia,8/01/2020 20:14,1171,17,947
,Angola,8/01/2020 20:14,1164,54,460
,Burkina Faso,8/01/2020 20:14,1143,53,935
,Niger,8/01/2020 20:14,1134,69,1028
,Cyprus,8/01/2020 20:14,1124,19,852
,Togo,8/01/2020 20:14,958,19,647
,Chad,8/01/2020 20:14,936,75,813
,Andorra,8/01/2020 20:14,925,52,807
,Jamaica,8/01/2020 20:14,878,10,726
,Sao Tome and Principe,8/01/2020 20:14,874,15,782
,Malta,8/01/2020 20:14,845,9,665
,Botswana,8/01/2020 20:14,804,2,63
,Syria,8/01/2020 20:14,780,43,237
Yokohama,Japan,8/01/2020 20:14,712,13,651
,Lesotho,8/01/2020 20:14,702,14,171
,San Marino,8/01/2020 20:14,699,42,657
,Reunion,8/01/2020 20:14,664,4,592
,Channel Islands,8/01/2020 20:14,587,47,533
,Vietnam,8/01/2020 20:14,586,3,373
,Bahamas,8/01/2020 20:14,574,14,91
,Tanzania,8/01/2020 20:14,509,21,183
,Gambia,8/01/2020 20:14,498,9,68
Taiwan,Taiwan,8/01/2020 20:14,474,7,441
,Guyana,8/01/2020 20:14,413,20,185
,Burundi,8/01/2020 20:14,395,1,304
,Comoros,8/01/2020 20:14,386,7,330
,Myanmar,8/01/2020 20:14,353,6,297
,Mauritius,8/01/2020 20:14,344,10,332
,Isle of Man,8/01/2020 20:14,336,24,312
,Mongolia,8/01/2020 20:14,291,0,230
,Eritrea,8/01/2020 20:14,279,0,225
,Martinique,8/01/2020 20:14,269,15,98
,Guadeloupe,8/01/2020 20:14,265,14,179
,Cambodia,8/01/2020 20:14,239,0,164
,Faeroe Islands,8/01/2020 20:14,225,0,189
,Cayman Islands,8/01/2020 20:14,203,1,202
,Gibraltar,8/01/2020 20:14,188,0,182
,Trinidad and Tobago,8/01/2020 20:14,173,8,132
,Bermuda,8/01/2020 20:14,156,9,141
,Brunei,8/01/2020 20:14,141,3,138
,Sint Maarten,8/01/2020 20:14,128,15,64
,Aruba,8/01/2020 20:14,121,3,105
,Monaco,8/01/2020 20:14,120,4,105
,Turks and Caicos,8/01/2020 20:14,114,2,38
,Seychelles,8/01/2020 20:14,114,0,39
,Barbados,8/01/2020 20:14,110,7,96
,Bhutan,8/01/2020 20:14,101,0,89
,Antigua and Barbuda,8/01/2020 20:14,91,3,67
,Papua New Guinea,8/01/2020 20:14,91,2,34
,Liechtenstein,8/01/2020 20:14,88,1,85
,French Polynesia,8/01/2020 20:14,62,0,62
,St. Vincent Grenadines,8/01/2020 20:14,54,0,44
,Saint Martin,8/01/2020 20:14,53,3,41
,Belize,8/01/2020 20:14,48,2,30
Macau,Macau,8/01/2020 20:14,46,0,46
,Curacao,8/01/2020 20:14,29,1,24
,Fiji,8/01/2020 20:14,27,1,18
,Saint Lucia,8/01/2020 20:14,25,0,22
,Grenada,8/01/2020 20:14,24,0,23
,Timor-Leste,8/01/2020 20:14,24,0,24
,New Caledonia,8/01/2020 20:14,22,0,22
,Laos,8/01/2020 20:14,20,0,19
,Dominica,8/01/2020 20:14,18,0,18
,Saint Kitts and Nevis,8/01/2020 20:14,17,0,16
,Greenland,8/01/2020 20:14,14,0,13
,Falkland Islands,8/01/2020 20:14,13,0,13
,Montserrat,8/01/2020 20:14,12,1,10
,Vatican City,8/01/2020 20:14,12,0,12
,Caribbean Netherlands,8/01/2020 20:14,11,0,7
,Western Sahara,8/01/2020 20:14,10,1,8
,MS Zaandam,8/01/2020 20:14,9,2,0
,British Virgin Islands,8/01/2020 20:14,8,1,7
,St. Barth,8/01/2020 20:14,8,0,6
,Saint Pierre Miquelon,8/01/2020 20:14,4,0,1
,Anguilla,8/01/2020 20:14,3,0,3
,China,8/01/2020 20:14,84337,4634,78989
