Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
26766,341,,,0,3/21/2020 23:57
12315,76,New York,US,0,3/21/2020 23:57
1793,94,WA,US,1,3/21/2020 23:57
1470,27,California,US,6,3/21/2020 23:57
1327,16,New Jersey,US,1,3/21/2020 23:57
790,7,Michigan,US,0,3/21/2020 23:57
763,13,Florida,US,0,3/21/2020 23:57
763,20,Louisiana,US,0,3/21/2020 23:57
753,6,Illinois,US,2,3/21/2020 23:57
555,20,Georgia,US,0,3/21/2020 23:57
554,5,Texas,US,0,3/21/2020 23:57
529,1,Massachusetts,US,1,3/21/2020 23:57
475,6,Colorado,US,0,3/21/2020 23:57
399,2,Pennsylvania,US,0,3/21/2020 23:57
371,1,Tennessee,US,0,3/21/2020 23:57
282,4,Wisconsin,US,1,3/21/2020 23:57
261,0,North Carolina,US,0,3/21/2020 23:57
248,3,Ohio,US,0,3/21/2020 23:57
223,4,Connecticut,US,0,3/21/2020 23:57
193,2,Maryland,US,3,3/21/2020 23:57
174,3,South Carolina,US,0,3/21/2020 23:57
158,3,Virginia,US,0,3/21/2020 23:57
157,2,Nevada,US,0,3/21/2020 23:57
140,1,Mississippi,US,0,3/21/2020 23:57
137,4,Oregon,US,0,3/21/2020 23:57
137,1,Minnesota,US,0,3/21/2020 23:57
136,0,Utah,US,0,3/21/2020 23:57
131,0,Alabama,US,0,3/21/2020 23:57
128,4,Indiana,US,0,3/21/2020 23:57
122,0,Arkansas,US,0,3/21/2020 23:57
104,1,Arizona,US,1,3/21/2020 23:57
98,1,Washington DC,US,0,3/21/2020 23:57
87,3,Kentucky,US,1,3/21/2020 23:57
86,3,Missouri,US,0,3/21/2020 23:57
70,0,Iowa,US,0,3/21/2020 23:57
70,0,Maine,US,0,3/21/2020 23:57
66,0,Rhode Island,US,0,3/21/2020 23:57
65,0,New Hampshire,US,0,3/21/2020 23:57
57,2,Kansas,US,0,3/21/2020 23:57
57,0,New Mexico,US,0,3/21/2020 23:57
53,1,Oklahoma,US,0,3/21/2020 23:57
49,0,From Diamond Princess cruise,US,0,3/21/2020 23:57
49,2,Vermont,US,0,3/21/2020 23:57
48,0,Hawaii,US,0,3/21/2020 23:57
45,0,Delaware,US,0,3/21/2020 23:57
42,0,Idaho,US,0,3/21/2020 23:57
40,0,Nebraska,US,0,3/21/2020 23:57
30,1,From Grand Princess,US,0,3/21/2020 23:57
30,0,Montana,US,0,3/21/2020 23:57
28,0,North Dakota,US,0,3/21/2020 23:57
23,0,Wyoming,US,0,3/21/2020 23:57
21,1,,,0,3/21/2020 23:57
15,0,,,0,3/21/2020 23:57
14,1,South Dakota,US,0,3/21/2020 23:57
14,0,Alaska,US,0,3/21/2020 23:57
12,0,West Virginia,US,0,3/21/2020 23:57
6,0,,,0,3/21/2020 23:57
1330,20,,,0,3/21/2020 23:57
424,10,British Columbia,Canada,4,3/21/2020 23:57
377,3,Ontario,Canada,5,3/21/2020 23:57
226,1,Alberta,Canada,0,3/21/2020 23:57
181,5,Quebec,Canada,0,3/21/2020 23:57
44,0,Saskatchewan,Canada,0,3/21/2020 23:57
21,0,Nova Scotia,Canada,0,3/21/2020 23:57
19,0,Manitoba,Canada,0,3/21/2020 23:57
17,0,New Brunswick,Canada,0,3/21/2020 23:57
12,0,,,0,3/21/2020 23:57
6,0,Newfoundland and Labrador,Canada,0,3/21/2020 23:57
2,0,Prince Edward Island,Canada,0,3/21/2020 23:57
1,0,,,0,3/21/2020 23:57
0,1,,,0,3/21/2020 23:57
81054,3261,,China,72440,3/21/2020 23:57
53578,4825,,Italy,6072,3/21/2020 23:57
25496,1378,,Spain,2125,3/21/2020 23:57
22364,84,,Germany,209,3/21/2020 23:57
20610,1556,,Iran,7635,3/21/2020 23:57
14459,562,,France,1587,3/21/2020 23:57
8897,104,,South Korea,2909,3/21/2020 23:57
6863,80,,Switzerland,131,3/21/2020 23:57
5018,233,,UK,93,3/21/2020 23:57
3631,136,,Netherlands,2,3/21/2020 23:57
2992,8,,Austria,9,3/21/2020 23:57
2815,67,Brussels,Belgium,263,3/21/2020 23:57
2164,7,,Norway,6,3/21/2020 23:57
1770,20,,Sweden,16,3/21/2020 23:57
1326,13,,Denmark,1,3/21/2020 23:57
1280,12,,Portugal,5,3/21/2020 23:57
1183,8,,Malaysia,114,3/21/2020 23:57
1178,18,,Brazil,2,3/21/2020 23:57
1072,7,,Australia,46,3/21/2020 23:57
1054,36,,Japan,215,3/21/2020 23:57
995,0,,Czechia,6,3/21/2020 23:57
947,21,,Turkey,0,3/21/2020 23:57
883,1,,Israel,36,3/21/2020 23:57
785,3,,Ireland,5,3/21/2020 23:57
712,8,Yokohama,Japan,567,3/21/2020 23:57
670,8,,Luxembourg,6,3/21/2020 23:57
645,3,,Pakistan,13,3/21/2020 23:57
537,1,,Chile,8,3/21/2020 23:57
536,5,,Poland,13,3/21/2020 23:57
532,7,,Ecuador,3,3/21/2020 23:57
530,13,,Greece,19,3/21/2020 23:57
523,1,,Finland,10,3/21/2020 23:57
481,0,,Qatar,27,3/21/2020 23:57
473,1,,Iceland,5,3/21/2020 23:57
450,38,,Indonesia,20,3/21/2020 23:57
432,2,,Singapore,140,3/21/2020 23:57
411,1,,Thailand,44,3/21/2020 23:57
392,0,,Saudi Arabia,16,3/21/2020 23:57
