Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
8310,42,New York,US,0,3/20/2020 20:24
1524,83,WA,US,1,3/20/2020 20:24
1177,23,California,US,6,3/20/2020 20:24
890,11,New Jersey,US,1,3/20/2020 20:24
585,5,Illinois,US,2,3/20/2020 20:24
563,10,Florida,US,0,3/20/2020 20:24
552,3,Michigan,US,0,3/20/2020 20:24
538,14,Louisiana,US,0,3/20/2020 20:24
420,13,Georgia,US,0,3/20/2020 20:24
413,1,Massachusetts,US,1,3/20/2020 20:24
394,5,Texas,US,0,3/20/2020 20:24
363,4,Colorado,US,0,3/20/2020 20:24
303,1,Pennsylvania,US,0,3/20/2020 20:24
233,0,Tennessee,US,0,3/20/2020 20:24
207,3,Wisconsin,US,1,3/20/2020 20:24
194,3,Connecticut,US,0,3/20/2020 20:24
173,2,Ohio,US,0,3/20/2020 20:24
172,0,North Carolina,US,0,3/20/2020 20:24
149,1,Maryland,US,3,3/20/2020 20:24
126,1,South Carolina,US,0,3/20/2020 20:24
122,2,Virginia,US,0,3/20/2020 20:24
115,0,Minnesota,US,0,3/20/2020 20:24
114,3,Oregon,US,0,3/20/2020 20:24
114,1,Nevada,US,0,3/20/2020 20:24
112,0,Utah,US,0,3/20/2020 20:24
106,0,Alabama,US,0,3/20/2020 20:24
96,0,Arkansas,US,0,3/20/2020 20:24
86,3,Indiana,US,0,3/20/2020 20:24
80,1,Mississippi,US,0,3/20/2020 20:24
78,0,Arizona,US,1,3/20/2020 20:24
71,1,Washington DC,US,0,3/20/2020 20:24
58,2,Missouri,US,0,3/20/2020 20:24
56,0,Maine,US,0,3/20/2020 20:24
55,0,New Hampshire,US,0,3/20/2020 20:24
54,0,Rhode Island,US,0,3/20/2020 20:24
49,0,From Diamond Princess cruise,US,0,3/20/2020 20:24
49,1,Oklahoma,US,0,3/20/2020 20:24
47,2,Kentucky,US,1,3/20/2020 20:24
45,1,Kansas,US,0,3/20/2020 20:24
45,0,Iowa,US,0,3/20/2020 20:24
43,0,New Mexico,US,0,3/20/2020 20:24
38,0,Delaware,US,0,3/20/2020 20:24
37,0,Nebraska,US,0,3/20/2020 20:24
29,2,Vermont,US,0,3/20/2020 20:24
26,0,Hawaii,US,0,3/20/2020 20:24
26,0,North Dakota,US,0,3/20/2020 20:24
23,1,From Grand Princess,US,0,3/20/2020 20:24
23,0,Idaho,US,0,3/20/2020 20:24
19,0,Wyoming,US,0,3/20/2020 20:24
17,0,Montana,US,0,3/20/2020 20:24
14,1,South Dakota,US,0,3/20/2020 20:24
14,0,,,0,3/20/2020 20:24
14,0,,,0,3/20/2020 20:24
12,0,Alaska,US,0,3/20/2020 20:24
7,0,West Virginia,US,0,3/20/2020 20:24
3,0,,,0,3/20/2020 20:24
348,8,British Columbia,Canada,4,3/20/2020 20:24
308,2,Ontario,Canada,5,3/20/2020 20:24
195,1,Alberta,Canada,0,3/20/2020 20:24
139,1,Quebec,Canada,0,3/20/2020 20:24
26,0,Saskatchewan,Canada,0,3/20/2020 20:24
17,0,Manitoba,Canada,0,3/20/2020 20:24
15,0,Nova Scotia,Canada,0,3/20/2020 20:24
12,0,,,0,3/20/2020 20:24
11,0,New Brunswick,Canada,0,3/20/2020 20:24
4,0,Newfoundland and Labrador,Canada,0,3/20/2020 20:24
2,0,Prince Edward Island,Canada,0,3/20/2020 20:24
80967,3248,,China,71150,3/20/2020 20:24
47021,4032,,Italy,5129,3/20/2020 20:24
21510,1093,,Spain,1588,3/20/2020 20:24
19848,68,,Germany,180,3/20/2020 20:24
19644,1433,,Iran,6745,3/20/2020 20:24
12612,450,,France,1587,3/20/2020 20:24
8652,94,,South Korea,2233,3/20/2020 20:24
5407,56,,Switzerland,15,3/20/2020 20:24
3983,177,,UK,65,3/20/2020 20:24
2994,106,,Netherlands,2,3/20/2020 20:24
2649,6,,Austria,9,3/20/2020 20:24
2257,37,Brussels,Belgium,204,3/20/2020 20:24
1950,7,,Norway,1,3/20/2020 20:24
1639,16,,Sweden,16,3/20/2020 20:24
1255,9,,Denmark,1,3/20/2020 20:24
1030,3,,Malaysia,87,3/20/2020 20:24
1020,6,,Portugal,5,3/20/2020 20:24
963,33,,Japan,215,3/20/2020 20:24
904,11,,Brazil,2,3/20/2020 20:24
877,7,,Australia,46,3/20/2020 20:24
833,0,,Czechia,4,3/20/2020 20:24
712,8,Yokohama,Japan,527,3/20/2020 20:24
705,1,,Israel,15,3/20/2020 20:24
683,3,,Ireland,5,3/20/2020 20:24
670,9,,Turkey,0,3/20/2020 20:24
501,3,,Pakistan,13,3/20/2020 20:24
495,10,,Greece,19,3/20/2020 20:24
484,5,,Luxembourg,6,3/20/2020 20:24
470,0,,Qatar,10,3/20/2020 20:24
450,0,,Finland,10,3/20/2020 20:24
434,0,,Chile,6,3/20/2020 20:24
426,7,,Ecuador,3,3/20/2020 20:24
425,5,,Poland,13,3/20/2020 20:24
409,0,,Iceland,5,3/20/2020 20:24
