Confirmed,Deaths,Province/State,Country/Region,Recovered,Last Update
385,0,,Singapore,131,3/20/2020 20:24
369,32,,Indonesia,17,3/20/2020 20:24
344,0,,Saudi Arabia,8,3/20/2020 20:24
341,1,,Slovenia,0,3/20/2020 20:24
322,1,,Thailand,42,3/20/2020 20:24
308,0,,Romania,31,3/20/2020 20:24
298,1,,Bahrain,125,3/20/2020 20:24
285,8,,Egypt,42,3/20/2020 20:24
283,0,,Estonia,1,3/20/2020 20:24
263,4,,Peru,1,3/20/2020 20:24
256,4,Hong Kong,Hong Kong,98,3/20/2020 20:24
253,1,,Russia,12,3/20/2020 20:24
249,5,,India,23,3/20/2020 20:24
230,18,,Philippines,8,3/20/2020 20:24
208,17,,Iraq,49,3/20/2020 20:24
202,0,,South Africa,0,3/20/2020 20:24
200,1,,Panama,1,3/20/2020 20:24
177,4,,Lebanon,4,3/20/2020 20:24
164,1,,Mexico,4,3/20/2020 20:24
159,0,,Kuwait,22,3/20/2020 20:24
145,0,,Colombia,1,3/20/2020 20:24
144,14,,San Marino,4,3/20/2020 20:24
140,2,,United Arab Emirates,31,3/20/2020 20:24
137,0,,Slovakia,0,3/20/2020 20:24
136,0,,Armenia,1,3/20/2020 20:24
135,2,Taiwan,Taiwan,28,3/20/2020 20:24
135,1,,Serbia,2,3/20/2020 20:24
130,1,,Croatia,5,3/20/2020 20:24
128,3,,Argentina,3,3/20/2020 20:24
127,3,,Bulgaria,1,3/20/2020 20:24
113,2,,Costa Rica,2,3/20/2020 20:24
111,0,,Latvia,1,3/20/2020 20:24
94,11,,Algeria,32,3/20/2020 20:24
94,0,,Uruguay,0,3/20/2020 20:24
91,0,,Vietnam,17,3/20/2020 20:24
89,0,,Bosnia and Herzegovina,2,3/20/2020 20:24
85,4,,Hungary,7,3/20/2020 20:24
85,0,,Jordan,1,3/20/2020 20:24
80,0,,Faeroe Islands,3,3/20/2020 20:24
79,3,,Morocco,2,3/20/2020 20:24
78,0,,Brunei,1,3/20/2020 20:24
76,0,,North Macedonia,1,3/20/2020 20:24
75,0,,Andorra,1,3/20/2020 20:24
75,0,,Cyprus,0,3/20/2020 20:24
73,0,,Sri Lanka,3,3/20/2020 20:24
72,2,,Dominican Republic,0,3/20/2020 20:24
70,2,,Albania,2,3/20/2020 20:24
69,0,,Belarus,15,3/20/2020 20:24
66,1,,Moldova,1,3/20/2020 20:24
64,0,,Malta,2,3/20/2020 20:24
63,0,,Lithuania,1,3/20/2020 20:24
54,1,,Tunisia,1,3/20/2020 20:24
53,0,,New Zealand,0,3/20/2020 20:24
52,0,,Kazakhstan,0,3/20/2020 20:24
51,0,,Cambodia,1,3/20/2020 20:24
48,0,,Oman,13,3/20/2020 20:24
48,0,,Palestine,17,3/20/2020 20:24
47,0,,Senegal,5,3/20/2020 20:24
45,0,,Guadeloupe,0,3/20/2020 20:24
44,1,,Azerbaijan,7,3/20/2020 20:24
44,0,,Georgia,1,3/20/2020 20:24
42,0,,Venezuela,0,3/20/2020 20:24
41,3,,Ukraine,1,3/20/2020 20:24
40,1,,Burkina Faso,4,3/20/2020 20:24
33,0,,Uzbekistan,0,3/20/2020 20:24
32,1,,Martinique,0,3/20/2020 20:24
28,0,,Liechtenstein,0,3/20/2020 20:24
28,0,,Reunion,0,3/20/2020 20:24
24,0,,Afghanistan,1,3/20/2020 20:24
24,0,,Honduras,0,3/20/2020 20:24
20,1,,Bangladesh,3,3/20/2020 20:24
20,0,,Cameroon,2,3/20/2020 20:24
18,0,,DRC,0,3/20/2020 20:24
17,0,Macau,Macau,10,3/20/2020 20:24
17,0,,Rwanda,0,3/20/2020 20:24
16,1,,Cuba,0,3/20/2020 20:24
16,1,,Jamaica,2,3/20/2020 20:24
16,0,,Bolivia,0,3/20/2020 20:24
16,0,,Ghana,0,3/20/2020 20:24
15,1,,Guyana,0,3/20/2020 20:24
15,0,,French Guiana,0,3/20/2020 20:24
14,0,,Guam,0,3/20/2020 20:24
14,0,,Montenegro,0,3/20/2020 20:24
14,0,,Puerto Rico,0,3/20/2020 20:24
13,0,,Maldives,2,3/20/2020 20:24
13,0,,Paraguay,0,3/20/2020 20:24
12,1,,Guatemala,0,3/20/2020 20:24
12,0,,Nigeria,1,3/20/2020 20:24
12,0,,Channel Islands,0,3/20/2020 20:24
12,0,,Mauritius,0,3/20/2020 20:24
11,0,,Monaco,0,3/20/2020 20:24
11,0,,French Polynesia,0,3/20/2020 20:24
10,0,,Gibraltar,2,3/20/2020 20:24
9,0,,Ivory Coast,1,3/20/2020 20:24
9,0,,Ethiopia,0,3/20/2020 20:24
9,0,,Togo,0,3/20/2020 20:24
9,0,,Trinidad and Tobago,0,3/20/2020 20:24
7,0,,Kenya,0,3/20/2020 20:24
7,0,,Seychelles,0,3/20/2020 20:24
6,0,,Barbados,0,3/20/2020 20:24
6,0,,Equatorial Guinea,0,3/20/2020 20:24
6,0,,Kyrgyzstan,0,3/20/2020 20:24
6,0,,Mayotte,0,3/20/2020 20:24
6,0,,Mongolia,0,3/20/2020 20:24
6,0,,Tanzania,0,3/20/2020 20:24
5,0,,Aruba,1,3/20/2020 20:24
4,1,,Gabon,0,3/20/2020 20:24
4,0,,Bahamas,0,3/20/2020 20:24
4,0,,Saint Martin,0,3/20/2020 20:24
4,0,,Suriname,0,3/20/2020 20:24
3,1,,Cayman Islands,0,3/20/2020 20:24
3,1,,Curacao,0,3/20/2020 20:24
3,0,,CAR,0,3/20/2020 20:24
3,0,,Congo,0,3/20/2020 20:24
3,0,,Madagascar,0,3/20/2020 20:24
3,0,,Namibia,0,3/20/2020 20:24
3,0,,St. Barth,0,3/20/2020 20:24
3,0,,U.S. Virgin Islands,0,3/20/2020 20:24
2,1,,Sudan,0,3/20/2020 20:24
2,0,,Benin,0,3/20/2020 20:24
2,0,,Bermuda,0,3/20/2020 20:24
2,0,,Bhutan,0,3/20/2020 20:24
2,0,,Greenland,0,3/20/2020 20:24
2,0,,Guinea,0,3/20/2020 20:24
2,0,,Haiti,0,3/20/2020 20:24
2,0,,Isle of Man,0,3/20/2020 20:24
2,0,,Liberia,0,3/20/2020 20:24
2,0,,Mauritania,0,3/20/2020 20:24
2,0,,New Caledonia,0,3/20/2020 20:24
2,0,,Nicaragua,0,3/20/2020 20:24
2,0,,Saint Lucia,0,3/20/2020 20:24
2,0,,Zambia,0,3/20/2020 20:24
1,0,,Nepal,1,3/20/2020 20:24
1,0,,Angola,0,3/20/2020 20:24
1,0,,Antigua and Barbuda,0,3/20/2020 20:24
1,0,,Cabo Verde,0,3/20/2020 20:24
1,0,,Chad,0,3/20/2020 20:24
1,0,,Djibouti,0,3/20/2020 20:24
1,0,,El Salvador,0,3/20/2020 20:24
1,0,,Fiji,0,3/20/2020 20:24
1,0,,Gambia,0,3/20/2020 20:24
1,0,,Vatican City,0,3/20/2020 20:24
1,0,,Montserrat,0,3/20/2020 20:24
1,0,,Niger,0,3/20/2020 20:24
1,0,,Papua New Guinea,0,3/20/2020 20:24
1,0,,St. Vincent Grenadines,0,3/20/2020 20:24
1,0,,Sint Maarten,0,3/20/2020 20:24
1,0,,Somalia,0,3/20/2020 20:24
1,0,,Eswatini,0,3/20/2020 20:24
1,0,,Zimbabwe,0,3/20/2020 20:24
